DATE,MODE**,PARTICULARS,DEPOSITS,WITHDRAWALS,BALANCE
23-11-2023,UPI,UPI/507121212388/UPI/mohandas190@ybl/State Bank Of I/,,5200.0,1039353.29
23-11-2023,OTHER ATMS,NFS/36262468/CASH WDL/23-11-23,,850.0,1038503.29
24-11-2023,MOBILE BANKING,MMT/IMPS/674264766133/BINDHU NAIR/HDFC BANK LTD,24000.0,,1062503.29
24-11-2023,BILL,BIL/INFT/491445746355/MEDPLUS/PAYMENT,,79.0,1062424.29
25-11-2023,UPI,UPI/731466809998/UPI/poojasharm78@paytm/State Bank Of I/,,449.0,1061975.29
25-11-2023,NEFT,NEFT-107734719537-SOUTHERN RETAILS-REIMB-628984-HDFC0412411,12000.0,,1073975.29
25-11-2023,BILL,BIL/INFT/557358329959/UBER/PAYMENT,,999.0,1072976.29
26-11-2023,UPI,UPI/991228926560/UPI/divyamenon533@okhdfcbank/State Bank Of I/,,699.0,1072277.29
26-11-2023,OTHER ATMS,NFS/57106923/CASH WDL/26-11-23,,699.0,1071578.29
26-11-2023,UPI,UPI/214357974276/UPI/reshmakhan941@oksbi/State Bank Of I/,,850.0,1070728.29
26-11-2023,DEBIT CARD,VPS/DMART/641749631697/KORAMANGALA,,699.0,1070029.29
27-11-2023,MOBILE BANKING,MMT/IMPS/099025460862/KAVYA REDDY/HDFC BANK LTD,2500.0,,1072529.29
28-11-2023,DEBIT CARD,VPS/BPCL/471649572621/MANGALURU,,850.0,1071679.29
29-11-2023,DEBIT CARD,VPS/APOLLO PHA/048528959236/BTM LAYOUT,,999.0,1070680.29
30-11-2023,BILL,BIL/INFT/720537941030/DMART/PAYMENT,,999.0,1069681.29
01-12-2023,SALARY,NEFT-616929080156-TECHNOVA SOLUTIONS-SALARY-628984-HDFC0869649,77250.0,,1146931.29
01-12-2023,UPI,UPI/898312797257/UPI/rahulsingh635@okhdfcbank/State Bank Of I/,,7800.0,1139131.29
03-12-2023,DEBIT CARD,VPS/APOLLO PHA/778500939940/INDIRANAGAR,,449.0,1138682.29
03-12-2023,UPI,UPI/929290725819/UPI/divyamenon803@okhdfcbank/State Bank Of I/,,120.0,1138562.29
04-12-2023,DEBIT CARD,VPS/BPCL/419660613087/MANGALURU,,120.0,1138442.29
05-12-2023,UPI,UPI/608850673542/UPI/anjalirao833@ybl/State Bank Of I/,,699.0,1137743.29
06-12-2023,MOBILE BANKING,MMT/IMPS/534223926715/SANJANA HEGDE/HDFC BANK LTD,4800.0,,1142543.29
07-12-2023,UPI,UPI/134329046961/UPI/meerapilla839@okaxis/State Bank Of I/,,5200.0,1137343.29
07-12-2023,NEFT,NEFT DR-HDFC0218115-POOJA SHARMA-700591395463-RENT,,26500.0,1110843.29
08-12-2023,DEBIT CARD,VPS/AMAZON/653614017552/HYDERABAD,,1680.0,1109163.29
09-12-2023,BILL,BIL/INFT/039087850132/FLIPKART/PAYMENT,,850.0,1108313.29
10-12-2023,OTHER ATMS,NFS/48426237/CASH WDL/10-12-23,,699.0,1107614.29
11-12-2023,MOBILE BANKING,MMT/IMPS/215272164504/SUNITA DEVI/HDFC BANK LTD,24000.0,,1131614.29
11-12-2023,MOBILE BANKING,MMT/IMPS/505940322779/DIVYA MENON/HDFC BANK LTD,850.0,,1132464.29
12-12-2023,MOBILE BANKING,MMT/IMPS/225220498693/RAJENDRA PRASAD/HDFC BANK LTD,1200.0,,1133664.29
13-12-2023,OTHER ATMS,NFS/30680083/CASH WDL/13-12-23,,699.0,1132965.29
14-12-2023,MOBILE BANKING,MMT/IMPS/953632077879/CHANDAN SHARMA/HDFC BANK LTD,4800.0,,1137765.29
14-12-2023,UPI,UPI/334402364099/UPI/ayeshakhan821@okaxis/State Bank Of I/,,2380.0,1135385.29
14-12-2023,MOBILE BANKING,MMT/IMPS/146331286450/RAJESH VERMA/HDFC BANK LTD,24000.0,,1159385.29
17-12-2023,DEBIT CARD,VPS/BOOKMYSHOW/828715852684/MYSURU,,7800.0,1151585.29
17-12-2023,BILL,BIL/INFT/772552612354/SWIGGY/PAYMENT,,850.0,1150735.29
18-12-2023,DEBIT CARD,VPS/OLA/970764586560/SECUNDERABAD,,310.0,1150425.29
18-12-2023,MOBILE BANKING,MMT/IMPS/211640251225/VINAY PATIL/HDFC BANK LTD,2500.0,,1152925.29
18-12-2023,BILL,BIL/INFT/256834465833/JIO/PAYMENT,,1680.0,1151245.29
18-12-2023,MOBILE BANKING,MMT/IMPS/787473448426/REKHA PILLAI/HDFC BANK LTD,24000.0,,1175245.29
19-12-2023,OTHER ATMS,NFS/58427906/CASH WDL/19-12-23,,3499.0,1171746.29
19-12-2023,MOBILE BANKING,MMT/IMPS/724064874730/ARUN SHARMA/HDFC BANK LTD,11200.0,,1182946.29
20-12-2023,OTHER ATMS,NFS/35105713/CASH WDL/20-12-23,,310.0,1182636.29
20-12-2023,OTHER ATMS,NFS/98684795/CASH WDL/20-12-23,,3499.0,1179137.29
23-12-2023,DEBIT CARD,VPS/JIO/356349262330/INDIRANAGAR,,79.0,1179058.29
23-12-2023,BILL,BIL/INFT/926782633028/HPCL/PAYMENT,,5200.0,1173858.29
24-12-2023,MOBILE BANKING,MMT/IMPS/962055843339/PRAKASH RAO/HDFC BANK LTD,850.0,,1174708.29
24-12-2023,UPI,UPI/334865768717/UPI/farhankhan194@paytm/State Bank Of I/,,2380.0,1172328.29
24-12-2023,DEBIT CARD,VPS/MEDPLUS/474717986505/SECUNDERABAD,,2380.0,1169948.29
25-12-2023,BILL,BIL/INFT/270361418802/MEDPLUS/PAYMENT,,310.0,1169638.29
26-12-2023,OTHER ATMS,NFS/74404070/CASH WDL/26-12-23,,449.0,1169189.29
27-12-2023,MOBILE BANKING,MMT/IMPS/181990266765/SUSHMA RAO/HDFC BANK LTD,2500.0,,1171689.29
27-12-2023,DEBIT CARD,VPS/ZOMATO/721193148434/PUNE,,120.0,1171569.29
28-12-2023,DEBIT CARD,VPS/AIRTEL/818486616996/PUNE,,2380.0,1169189.29
28-12-2023,OTHER ATMS,NFS/46877174/CASH WDL/28-12-23,,249.0,1168940.29
29-12-2023,MOBILE BANKING,MMT/IMPS/524585835468/ANITHA KRISHNAN/HDFC BANK LTD,2500.0,,1171440.29
30-12-2023,BILL,BIL/INFT/514314419129/BOOKMYSHOW/PAYMENT,,1250.0,1170190.29
30-12-2023,MOBILE BANKING,MMT/IMPS/946480144696/ANAND KUMAR/HDFC BANK LTD,24000.0,,1194190.29
01-01-2024,MOBILE BANKING,MMT/IMPS/063039957311/SANTOSH KUMAR/HDFC BANK LTD,18500.0,,1212690.29
01-01-2024,DEBIT CARD,VPS/FLIPKART/835830586447/WHITEFIELD,,2380.0,1210310.29
02-01-2024,OTHER ATMS,NFS/41791695/CASH WDL/02-01-24,,7800.0,1202510.29
02-01-2024,SALARY,NEFT-615373149822-TECHNOVA SOLUTIONS-SALARY-628984-HDFC0032990,78500.0,,1281010.29
02-01-2024,DEBIT CARD,VPS/BESCOM/939604592899/MANGALURU,,1250.0,1279760.29
03-01-2024,DEBIT CARD,VPS/IOCL/170381829109/INDIRANAGAR,,699.0,1279061.29
03-01-2024,DEBIT CARD,VPS/BOOKMYSHOW/730909890359/HYDERABAD,,310.0,1278751.29
03-01-2024,DEBIT CARD,VPS/IRCTC/600208120301/HSR LAYOUT,,249.0,1278502.29
04-01-2024,UPI,UPI/636374988093/UPI/kavyareddy176@paytm/State Bank Of I/,,1680.0,1276822.29
04-01-2024,MOBILE BANKING,MMT/IMPS/589130452415/VINAY PATIL/HDFC BANK LTD,11200.0,,1288022.29
04-01-2024,NEFT,NEFT DR-HDFC0128745-SUNIL SHETTY-810853894681-RENT,,26500.0,1261522.29
04-01-2024,BILL,BIL/INFT/094148527541/IRCTC/PAYMENT,,2380.0,1259142.29
05-01-2024,OTHER ATMS,NFS/59115195/CASH WDL/05-01-24,,7800.0,1251342.29
06-01-2024,OTHER ATMS,NFS/73079766/CASH WDL/06-01-24,,3499.0,1247843.29
06-01-2024,UPI,UPI/049647718134/UPI/kavyareddy307@okhdfcbank/State Bank Of I/,,5200.0,1242643.29
07-01-2024,OTHER ATMS,NFS/19023987/CASH WDL/07-01-24,,1250.0,1241393.29
09-01-2024,MOBILE BANKING,MMT/IMPS/995610879689/SUNIL YADAV/HDFC BANK LTD,7500.0,,1248893.29
09-01-2024,UPI,UPI/381908169563/UPI/santoshiye654@paytm/State Bank Of I/,,7800.0,1241093.29
13-01-2024,DEBIT CARD,VPS/BESCOM/508053033649/KORAMANGALA,,120.0,1240973.29
14-01-2024,UPI,UPI/718014342703/UPI/ayeshakhan517@okaxis/State Bank Of I/,,310.0,1240663.29
14-01-2024,MOBILE BANKING,MMT/IMPS/682876129200/LALITHA DEVI/HDFC BANK LTD,18500.0,,1259163.29
16-01-2024,MOBILE BANKING,MMT/IMPS/633789217516/SHEELA DEVI/HDFC BANK LTD,1200.0,,1260363.29
16-01-2024,MOBILE BANKING,MMT/IMPS/759806886093/ARCHANA PILLAI/HDFC BANK LTD,24000.0,,1284363.29
16-01-2024,OTHER ATMS,NFS/69009924/CASH WDL/16-01-24,,1250.0,1283113.29
17-01-2024,MOBILE BANKING,MMT/IMPS/798884401276/PRIYA NAIR/HDFC BANK LTD,500.0,,1283613.29
17-01-2024,DEBIT CARD,VPS/RELIANCE F/510438259715/INDIRANAGAR,,449.0,1283164.29
18-01-2024,BILL,BIL/INFT/491338750450/MEDPLUS/PAYMENT,,120.0,1283044.29
20-01-2024,BILL,BIL/INFT/118265523795/SWIGGY/PAYMENT,,3499.0,1279545.29
21-01-2024,OTHER ATMS,NFS/70127368/CASH WDL/21-01-24,,49.0,1279496.29
22-01-2024,MOBILE BANKING,MMT/IMPS/334424406370/RAJENDRA PRASAD/HDFC BANK LTD,4800.0,,1284296.29
24-01-2024,UPI,UPI/463381314396/UPI/kiranreddy388@okhdfcbank/State Bank Of I/,,49.0,1284247.29
24-01-2024,MOBILE BANKING,MMT/IMPS/560949823554/KIRAN REDDY/HDFC BANK LTD,1200.0,,1285447.29
24-01-2024,OTHER ATMS,NFS/45526839/CASH WDL/24-01-24,,249.0,1285198.29
24-01-2024,UPI,UPI/948311384564/UPI/kiranreddy184@paytm/State Bank Of I/,,3499.0,1281699.29
25-01-2024,UPI,UPI/361026325535/UPI/farhankhan737@ybl/State Bank Of I/,,999.0,1280700.29
25-01-2024,MOBILE BANKING,MMT/IMPS/759967776001/BABU LAL/HDFC BANK LTD,850.0,,1281550.29
25-01-2024,DEBIT CARD,VPS/SWIGGY/684886894888/INDIRANAGAR,,850.0,1280700.29
25-01-2024,BILL,BIL/INFT/598442137909/OLA/PAYMENT,,5200.0,1275500.29
26-01-2024,DEBIT CARD,VPS/BOOKMYSHOW/704497513265/SECUNDERABAD,,3499.0,1272001.29
26-01-2024,MOBILE BANKING,MMT/IMPS/522851631671/PRADEEP SINGH/HDFC BANK LTD,4800.0,,1276801.29
26-01-2024,BILL,BIL/INFT/777830092782/BESCOM/PAYMENT,,850.0,1275951.29
27-01-2024,DEBIT CARD,VPS/FLIPKART/248538515764/INDIRANAGAR,,249.0,1275702.29
27-01-2024,DEBIT CARD,VPS/AMAZON/634322010469/BANJARA HILLS,,1680.0,1274022.29
27-01-2024,UPI,UPI/986123887300/UPI/kavyareddy66@okhdfcbank/State Bank Of I/,,850.0,1273172.29
27-01-2024,MOBILE BANKING,MMT/IMPS/105923244874/SUSHMA RAO/HDFC BANK LTD,4800.0,,1277972.29
28-01-2024,MOBILE BANKING,MMT/IMPS/236085582214/GEETA DEVI/HDFC BANK LTD,18500.0,,1296472.29
28-01-2024,MOBILE BANKING,MMT/IMPS/591169046103/NILESH KULKARNI/HDFC BANK LTD,850.0,,1297322.29
29-01-2024,BILL,BIL/INFT/240252219549/BPCL/PAYMENT,,699.0,1296623.29
30-01-2024,DEBIT CARD,VPS/RELIANCE F/585778016135/MANGALURU,,3499.0,1293124.29
30-01-2024,OTHER ATMS,NFS/28856413/CASH WDL/30-01-24,,2380.0,1290744.29
30-01-2024,UPI,UPI/979736336845/UPI/poojasharm697@okaxis/State Bank Of I/,,1680.0,1289064.29
01-02-2024,DEBIT CARD,VPS/OLA/716871415291/HYDERABAD,,1680.0,1287384.29
01-02-2024,BILL,BIL/INFT/196003996127/HPCL/PAYMENT,,310.0,1287074.29
02-02-2024,MOBILE BANKING,MMT/IMPS/736629259976/SANTOSH KUMAR/HDFC BANK LTD,7500.0,,1294574.29
02-02-2024,SALARY,NEFT-051789740104-TECHNOVA SOLUTIONS-SALARY-628984-HDFC0357668,78000.0,,1372574.29
03-02-2024,MOBILE BANKING,MMT/IMPS/902618080377/GOPAL VERMA/HDFC BANK LTD,7500.0,,1380074.29
04-02-2024,UPI,UPI/677243499183/UPI/divyamenon939@okaxis/State Bank Of I/,,49.0,1380025.29
04-02-2024,NEFT,NEFT DR-HDFC0662269-PRIYA NAIR-649040999259-RENT,,22000.0,1358025.29
04-02-2024,MOBILE BANKING,MMT/IMPS/233482256303/PRIYA NAIR/HDFC BANK LTD,7500.0,,1365525.29
04-02-2024,BILL,BIL/INFT/213892872656/APOLLO PHARMACY/PAYMENT,,79.0,1365446.29
04-02-2024,BILL,BIL/INFT/932056912386/FLIPKART/PAYMENT,,850.0,1364596.29
07-02-2024,UPI,UPI/567633268927/UPI/arjunmehta187@oksbi/State Bank Of I/,,79.0,1364517.29
09-02-2024,OTHER ATMS,NFS/95384539/CASH WDL/09-02-24,,3499.0,1361018.29
10-02-2024,BILL,BIL/INFT/042238523313/DMART/PAYMENT,,249.0,1360769.29
10-02-2024,DEBIT CARD,VPS/AMAZON/170952935735/INDIRANAGAR,,5200.0,1355569.29
11-02-2024,OTHER ATMS,NFS/60725423/CASH WDL/11-02-24,,5200.0,1350369.29
11-02-2024,UPI,UPI/453583795788/UPI/tarageorge37@ybl/State Bank Of I/,,79.0,1350290.29
12-02-2024,MOBILE BANKING,MMT/IMPS/820901032132/KAVYA REDDY/HDFC BANK LTD,4800.0,,1355090.29
12-02-2024,DEBIT CARD,VPS/IRCTC/180144784273/PUNE,,310.0,1354780.29
13-02-2024,MOBILE BANKING,MMT/IMPS/436677161777/IMRAN KHAN/HDFC BANK LTD,4800.0,,1359580.29
13-02-2024,DEBIT CARD,VPS/SWIGGY/828310519401/WHITEFIELD,,310.0,1359270.29
14-02-2024,OTHER ATMS,NFS/05580151/CASH WDL/14-02-24,,3499.0,1355771.29
16-02-2024,MOBILE BANKING,MMT/IMPS/773037316463/GOPAL NAIK/HDFC BANK LTD,4800.0,,1360571.29
16-02-2024,UPI,UPI/058002810503/UPI/rohitsharm663@okhdfcbank/State Bank Of I/,,999.0,1359572.29
17-02-2024,UPI,UPI/087369051670/UPI/naveenkuma28@paytm/State Bank Of I/,,120.0,1359452.29
17-02-2024,UPI,UPI/516981622732/UPI/anjalirao686@ybl/State Bank Of I/,,2380.0,1357072.29
18-02-2024,BILL,BIL/INFT/228259526000/BPCL/PAYMENT,,249.0,1356823.29
19-02-2024,BILL,BIL/INFT/087322928075/UBER/PAYMENT,,5200.0,1351623.29
19-02-2024,BILL,BIL/INFT/207943184695/JIO/PAYMENT,,5200.0,1346423.29
19-02-2024,DEBIT CARD,VPS/IOCL/616909416622/INDIRANAGAR,,310.0,1346113.29
19-02-2024,DEBIT CARD,VPS/ZOMATO/071952938560/KORAMANGALA,,699.0,1345414.29
19-02-2024,BILL,BIL/INFT/945314916251/IOCL/PAYMENT,,850.0,1344564.29
20-02-2024,DEBIT CARD,VPS/APOLLO PHA/915411311931/MANGALURU,,850.0,1343714.29
22-02-2024,UPI,UPI/689553272853/UPI/priyanair64@okaxis/State Bank Of I/,,310.0,1343404.29
22-02-2024,BILL,BIL/INFT/764022352288/RELIANCE FRESH/PAYMENT,,999.0,1342405.29
22-02-2024,UPI,UPI/622549640206/UPI/gopalnaik244@okhdfcbank/State Bank Of I/,,3499.0,1338906.29
23-02-2024,MOBILE BANKING,MMT/IMPS/871350513940/SNEHA PATIL/HDFC BANK LTD,7500.0,,1346406.29
23-02-2024,OTHER ATMS,NFS/81930489/CASH WDL/23-02-24,,999.0,1345407.29
24-02-2024,OTHER ATMS,NFS/57257609/CASH WDL/24-02-24,,120.0,1345287.29
25-02-2024,OTHER ATMS,NFS/91075752/CASH WDL/25-02-24,,699.0,1344588.29
25-02-2024,OTHER ATMS,NFS/74715130/CASH WDL/25-02-24,,310.0,1344278.29
26-02-2024,BILL,BIL/INFT/401990451390/BPCL/PAYMENT,,2380.0,1341898.29
27-02-2024,UPI,UPI/528661780929/UPI/anjalirao492@okhdfcbank/State Bank Of I/,,2380.0,1339518.29
27-02-2024,BILL,BIL/INFT/288534418272/BESCOM/PAYMENT,,449.0,1339069.29
27-02-2024,BILL,BIL/INFT/692005728625/HPCL/PAYMENT,,449.0,1338620.29
28-02-2024,MOBILE BANKING,MMT/IMPS/417180886781/PREETHI IYER/HDFC BANK LTD,850.0,,1339470.29
28-02-2024,BILL,BIL/INFT/310662295683/APOLLO PHARMACY/PAYMENT,,999.0,1338471.29
28-02-2024,UPI,UPI/844829172306/UPI/arjunmehta29@paytm/State Bank Of I/,,1250.0,1337221.29
28-02-2024,OTHER ATMS,NFS/27176689/CASH WDL/28-02-24,,449.0,1336772.29
01-03-2024,BILL,BIL/INFT/395768155367/IRCTC/PAYMENT,,449.0,1336323.29
01-03-2024,MOBILE BANKING,MMT/IMPS/739586473663/SUNITA DEVI/HDFC BANK LTD,500.0,,1336823.29
01-03-2024,NEFT,NEFT-351497788818-SOUTHERN RETAILS-REIMB-628984-HDFC0703406,24000.0,,1360823.29
01-03-2024,SALARY,NEFT-251502979185-TECHNOVA SOLUTIONS-SALARY-628984-HDFC0858159,77250.0,,1438073.29
01-03-2024,MOBILE BANKING,MMT/IMPS/450839506447/NADIA HUSSAIN/HDFC BANK LTD,850.0,,1438923.29
01-03-2024,DEBIT CARD,VPS/ZOMATO/692933691507/MYSURU,,999.0,1437924.29
02-03-2024,OTHER ATMS,NFS/97403951/CASH WDL/02-03-24,,1250.0,1436674.29
02-03-2024,BILL,BIL/INFT/310835058444/BOOKMYSHOW/PAYMENT,,7800.0,1428874.29
02-03-2024,OTHER ATMS,NFS/48927635/CASH WDL/02-03-24,,2380.0,1426494.29
02-03-2024,UPI,UPI/779834077261/UPI/harishmeno237@okhdfcbank/State Bank Of I/,,850.0,1425644.29
02-03-2024,OTHER ATMS,NFS/62642789/CASH WDL/02-03-24,,1250.0,1424394.29
03-03-2024,MOBILE BANKING,MMT/IMPS/922091642233/MALLIKA DAS/HDFC BANK LTD,4800.0,,1429194.29
03-03-2024,DEBIT CARD,VPS/FLIPKART/403323182682/HYDERABAD,,999.0,1428195.29
03-03-2024,DEBIT CARD,VPS/JIO/438504453913/MARATHAHALLI,,310.0,1427885.29
04-03-2024,OTHER ATMS,NFS/41135014/CASH WDL/04-03-24,,999.0,1426886.29
04-03-2024,UPI,UPI/229575511319/UPI/gopalnaik78@ybl/State Bank Of I/,,3499.0,1423387.29
04-03-2024,DEBIT CARD,VPS/AIRTEL/170624074619/WHITEFIELD,,79.0,1423308.29
05-03-2024,NEFT,NEFT DR-HDFC0825438-HARISH MENON-875249437657-RENT,,18000.0,1405308.29
05-03-2024,OTHER ATMS,NFS/31182012/CASH WDL/05-03-24,,5200.0,1400108.29
08-03-2024,MOBILE BANKING,MMT/IMPS/446662618042/NADIA HUSSAIN/HDFC BANK LTD,18500.0,,1418608.29
08-03-2024,OTHER ATMS,NFS/04392838/CASH WDL/08-03-24,,1680.0,1416928.29
09-03-2024,UPI,UPI/928015029409/UPI/arjunmehta841@okhdfcbank/State Bank Of I/,,79.0,1416849.29
10-03-2024,DEBIT CARD,VPS/AMAZON/004133388348/BTM LAYOUT,,7800.0,1409049.29
11-03-2024,MOBILE BANKING,MMT/IMPS/206683601492/NILESH KULKARNI/HDFC BANK LTD,1200.0,,1410249.29
12-03-2024,UPI,UPI/154880448433/UPI/sunilshett969@ybl/State Bank Of I/,,249.0,1410000.29
13-03-2024,DEBIT CARD,VPS/IRCTC/173758614422/BTM LAYOUT,,249.0,1409751.29
13-03-2024,MOBILE BANKING,MMT/IMPS/826918122410/MEENA IYER/HDFC BANK LTD,7500.0,,1417251.29
14-03-2024,BILL,BIL/INFT/066153647747/OLA/PAYMENT,,49.0,1417202.29
14-03-2024,BILL,BIL/INFT/787972986797/OLA/PAYMENT,,1680.0,1415522.29
14-03-2024,OTHER ATMS,NFS/76126487/CASH WDL/14-03-24,,249.0,1415273.29
14-03-2024,NEFT,NEFT-473337481120-SOUTHERN RETAILS-REIMB-628984-HDFC0779562,12000.0,,1427273.29
16-03-2024,MOBILE BANKING,MMT/IMPS/053526811100/SUSHMA RAO/HDFC BANK LTD,1200.0,,1428473.29
17-03-2024,DEBIT CARD,VPS/HPCL/400742253539/KORAMANGALA,,850.0,1427623.29
17-03-2024,UPI,UPI/168778109802/UPI/harishmeno898@paytm/State Bank Of I/,,120.0,1427503.29
18-03-2024,BILL,BIL/INFT/077792453381/FLIPKART/PAYMENT,,7800.0,1419703.29
19-03-2024,MOBILE BANKING,MMT/IMPS/140639080084/VIKRAM NAIR/HDFC BANK LTD,11200.0,,1430903.29
19-03-2024,MOBILE BANKING,MMT/IMPS/896265317684/TARA GEORGE/HDFC BANK LTD,7500.0,,1438403.29
21-03-2024,OTHER ATMS,NFS/38908752/CASH WDL/21-03-24,,2380.0,1436023.29
22-03-2024,DEBIT CARD,VPS/AIRTEL/459846909573/BTM LAYOUT,,1680.0,1434343.29
23-03-2024,DEBIT CARD,VPS/OLA/700767821880/HYDERABAD,,120.0,1434223.29
23-03-2024,NEFT,NEFT-778357039286-SOUTHERN RETAILS-REIMB-628984-HDFC0232039,12000.0,,1446223.29
24-03-2024,OTHER ATMS,NFS/96225622/CASH WDL/24-03-24,,2380.0,1443843.29
25-03-2024,BILL,BIL/INFT/726038058916/BPCL/PAYMENT,,2380.0,1441463.29
25-03-2024,INTEREST,CREDIT INTEREST CAPITALISED,115.3,,1441578.59
25-03-2024,CHARGES,GST ON BANK CHARGES,,17.7,1441560.89
25-03-2024,BILL,BIL/INFT/969792695668/JIO/PAYMENT,,79.0,1441481.89
25-03-2024,BILL,BIL/INFT/076470363371/AMAZON/PAYMENT,,310.0,1441171.89
27-03-2024,DEBIT CARD,VPS/IOCL/293130759667/SECUNDERABAD,,120.0,1441051.89
28-03-2024,OTHER ATMS,NFS/96924038/CASH WDL/28-03-24,,999.0,1440052.89
28-03-2024,OTHER ATMS,NFS/56928352/CASH WDL/28-03-24,,120.0,1439932.89
28-03-2024,OTHER ATMS,NFS/65272043/CASH WDL/28-03-24,,310.0,1439622.89
29-03-2024,DEBIT CARD,VPS/APOLLO PHA/741537084328/BTM LAYOUT,,49.0,1439573.89
29-03-2024,UPI,UPI/790863844972/UPI/reshmakhan278@ybl/State Bank Of I/,,49.0,1439524.89
30-03-2024,MOBILE BANKING,MMT/IMPS/309372010599/ARJUN MEHTA/HDFC BANK LTD,7500.0,,1447024.89
30-03-2024,BILL,BIL/INFT/472047236613/ZOMATO/PAYMENT,,7800.0,1439224.89
30-03-2024,UPI,UPI/548475081737/UPI/lathadevi79@ybl/State Bank Of I/,,1680.0,1437544.89
01-04-2024,BILL,BIL/INFT/173381271082/OLA/PAYMENT,,850.0,1436694.89
01-04-2024,SALARY,NEFT-810078616560-TECHNOVA SOLUTIONS-SALARY-628984-HDFC0058867,78000.0,,1514694.89
01-04-2024,UPI,UPI/121786655776/UPI/ayeshakhan141@paytm/State Bank Of I/,,1680.0,1513014.89
01-04-2024,MOBILE BANKING,MMT/IMPS/256648116299/MOHAMMED IRFAN/HDFC BANK LTD,2500.0,,1515514.89
02-04-2024,OTHER ATMS,NFS/97119238/CASH WDL/02-04-24,,2380.0,1513134.89
03-04-2024,BILL,BIL/INFT/163909980832/UBER/PAYMENT,,3499.0,1509635.89
03-04-2024,NEFT,NEFT DR-HDFC0241740-RAHUL SINGH-383715146424-RENT,,26500.0,1483135.89
03-04-2024,OTHER ATMS,NFS/43163642/CASH WDL/03-04-24,,1250.0,1481885.89
04-04-2024,OTHER ATMS,NFS/67584041/CASH WDL/04-04-24,,310.0,1481575.89
04-04-2024,DEBIT CARD,VPS/IOCL/278995261301/INDIRANAGAR,,310.0,1481265.89
05-04-2024,BILL,BIL/INFT/660314836996/BESCOM/PAYMENT,,3499.0,1477766.89
05-04-2024,UPI,UPI/517377701104/UPI/poojasharm120@okhdfcbank/State Bank Of I/,,249.0,1477517.89
06-04-2024,UPI,UPI/593542645015/UPI/smitharao287@ybl/State Bank Of I/,,5200.0,1472317.89
07-04-2024,BILL,BIL/INFT/040784514465/AMAZON/PAYMENT,,999.0,1471318.89
07-04-2024,DEBIT CARD,VPS/AMAZON/372953004046/BANJARA HILLS,,79.0,1471239.89
08-04-2024,OTHER ATMS,NFS/32543536/CASH WDL/08-04-24,,310.0,1470929.89
08-04-2024,OTHER ATMS,NFS/12680193/CASH WDL/08-04-24,,1250.0,1469679.89
09-04-2024,DEBIT CARD,VPS/AIRTEL/540054390532/MARATHAHALLI,,249.0,1469430.89
10-04-2024,DEBIT CARD,VPS/SWIGGY/172950184501/BTM LAYOUT,,2380.0,1467050.89
10-04-2024,BILL,BIL/INFT/910090936558/IRCTC/PAYMENT,,1250.0,1465800.89
12-04-2024,MOBILE BANKING,MMT/IMPS/989690484673/KARTHIK MENON/HDFC BANK LTD,4800.0,,1470600.89
12-04-2024,OTHER ATMS,NFS/58209938/CASH WDL/12-04-24,,699.0,1469901.89
15-04-2024,MOBILE BANKING,MMT/IMPS/020943599141/MOHAN DAS/HDFC BANK LTD,1200.0,,1471101.89
16-04-2024,OTHER ATMS,NFS/80421885/CASH WDL/16-04-24,,79.0,1471022.89
16-04-2024,UPI,UPI/342878387911/UPI/farhankhan112@paytm/State Bank Of I/,,5200.0,1465822.89
17-04-2024,DEBIT CARD,VPS/DMART/678000830323/KUKATPALLY,,699.0,1465123.89
18-04-2024,UPI,UPI/243372001480/UPI/poojasharm841@ybl/State Bank Of I/,,7800.0,1457323.89
18-04-2024,BILL,BIL/INFT/968425119122/BPCL/PAYMENT,,249.0,1457074.89
18-04-2024,OTHER ATMS,NFS/64673769/CASH WDL/18-04-24,,1250.0,1455824.89
18-04-2024,OTHER ATMS,NFS/66685837/CASH WDL/18-04-24,,310.0,1455514.89
18-04-2024,UPI,UPI/967225181921/UPI/smitharao515@okaxis/State Bank Of I/,,699.0,1454815.89
18-04-2024,BILL,BIL/INFT/140328089347/APOLLO PHARMACY/PAYMENT,,999.0,1453816.89
19-04-2024,MOBILE BANKING,MMT/IMPS/683031082668/RAHUL SINGH/HDFC BANK LTD,4800.0,,1458616.89
19-04-2024,MOBILE BANKING,MMT/IMPS/461256087632/DIVYA MENON/HDFC BANK LTD,7500.0,,1466116.89
20-04-2024,MOBILE BANKING,MMT/IMPS/269893297841/SHEELA DEVI/HDFC BANK LTD,1200.0,,1467316.89
20-04-2024,DEBIT CARD,VPS/PVR CINEMA/355180040166/KORAMANGALA,,1250.0,1466066.89
21-04-2024,MOBILE BANKING,MMT/IMPS/657412539595/KARTHIK MENON/HDFC BANK LTD,4800.0,,1470866.89
21-04-2024,MOBILE BANKING,MMT/IMPS/226007982789/SURESH NAIR/HDFC BANK LTD,24000.0,,1494866.89
22-04-2024,MOBILE BANKING,MMT/IMPS/425637231282/AYESHA KHAN/HDFC BANK LTD,4800.0,,1499666.89
22-04-2024,BILL,BIL/INFT/956254496313/OLA/PAYMENT,,2380.0,1497286.89
23-04-2024,OTHER ATMS,NFS/05220923/CASH WDL/23-04-24,,2380.0,1494906.89
24-04-2024,BILL,BIL/INFT/004204309939/RELIANCE FRESH/PAYMENT,,49.0,1494857.89
