Date,Narration,Chq./Ref.No.,Value Dt,Withdrawal Amt.,Deposit Amt.,Closing Balance
18/03/24,IMPS-105138470050-KAVITHARAO-HDFC-XXXXXXXXXX3966-PERSONAL,0000105138470050,18/03/24,,18500.0,597555.3
18/03/24,IB BILLPAY DR-HDFCPE-545964XXXXXX2235 IB969118861451,969118861451,18/03/24,310.0,,597245.3
18/03/24,NWD-416021XXXXXX5034-S14902-HSR LAYOUT,421504700695,18/03/24,120.0,,597125.3
18/03/24,UPI-586768583156-gopalnaik799@oksbi-OK,586768583156,18/03/24,310.0,,596815.3
19/03/24,IMPS-988274389390-VINAYPATIL-HDFC-XXXXXXXXXX7424-PERSONAL,0000988274389390,19/03/24,,18500.0,615315.3
19/03/24,UPI-154696096688-kavyareddy984@okhdfcbank-OK,154696096688,19/03/24,449.0,,614866.3
20/03/24,UPI-910645384399-santoshiye132@okhdfcbank-OK,910645384399,20/03/24,449.0,,614417.3
20/03/24,NWD-416021XXXXXX8081-S19039-MANGALURU,547995318368,20/03/24,310.0,,614107.3
24/03/24,NWD-416021XXXXXX3447-S13022-MARATHAHALLI,775603047849,24/03/24,49.0,,614058.3
24/03/24,POS 416021XXXXXX1498 MEDPLUS POS DEBIT,323163348754,24/03/24,79.0,,613979.3
25/03/24,CREDIT INTEREST CAPITALISED,307211318351,25/03/24,,76.43,614055.73
25/03/24,GST ON BANK CHARGES,276822137342,25/03/24,17.7,,614038.03
28/03/24,IB BILLPAY DR-HDFCPE-545964XXXXXX1662 IB625467123890,625467123890,28/03/24,5200.0,,608838.03
28/03/24,NWD-416021XXXXXX4597-S14064-SECUNDERABAD,616061422170,28/03/24,1250.0,,607588.03
28/03/24,UPI-823036560059-vinaypatil745@oksbi-OK,823036560059,28/03/24,5200.0,,602388.03
28/03/24,POS 416021XXXXXX8272 DMART POS DEBIT,263315858008,28/03/24,1250.0,,601138.03
30/03/24,IB BILLPAY DR-HDFCPE-545964XXXXXX3404 IB480395195299,480395195299,30/03/24,1250.0,,599888.03
30/03/24,UPI-098011095362-farhankhan294@ybl-OK,098011095362,30/03/24,3499.0,,596389.03
01/04/24,NWD-416021XXXXXX1656-S14535-PUNE,093425236914,01/04/24,2380.0,,594009.03
01/04/24,IB BILLPAY DR-HDFCPE-545964XXXXXX6050 IB148604635714,148604635714,01/04/24,79.0,,593930.03
02/04/24,UPI-914710928080-kiranreddy641@oksbi-OK,914710928080,02/04/24,49.0,,593881.03
02/04/24,IMPS-308223617157-GEETADEVI-HDFC-XXXXXXXXXX4651-PERSONAL,0000308223617157,02/04/24,,500.0,594381.03
03/04/24,IB BILLPAY DR-HDFCPE-545964XXXXXX4099 IB594397966727,594397966727,03/04/24,5200.0,,589181.03
05/04/24,IMPS-057156901867-RAMESHGOWDA-HDFC-XXXXXXXXXX6305-PERSONAL,0000057156901867,05/04/24,,4800.0,593981.03
08/04/24,UPI-304674256097-priyanair397@okhdfcbank-OK,304674256097,08/04/24,79.0,,593902.03
08/04/24,IMPS-085633162666-ANANDKUMAR-HDFC-XXXXXXXXXX2433-PERSONAL,0000085633162666,08/04/24,,850.0,594752.03
09/04/24,IMPS-618542105818-ADITYAKUMAR-HDFC-XXXXXXXXXX9998-PERSONAL,0000618542105818,09/04/24,,7500.0,602252.03
09/04/24,NWD-416021XXXXXX5410-S12360-INDIRANAGAR,462779827723,09/04/24,79.0,,602173.03
09/04/24,IB BILLPAY DR-HDFCPE-545964XXXXXX5285 IB918842030252,918842030252,09/04/24,2380.0,,599793.03
09/04/24,POS 416021XXXXXX5899 UBER POS DEBIT,902248249113,09/04/24,120.0,,599673.03
11/04/24,UPI-757441397548-lathadevi303@okaxis-OK,757441397548,11/04/24,310.0,,599363.03
12/04/24,POS 416021XXXXXX7070 AIRTEL POS DEBIT,095788863758,12/04/24,449.0,,598914.03
12/04/24,POS 416021XXXXXX4215 UBER POS DEBIT,763612257200,12/04/24,310.0,,598604.03
12/04/24,POS 416021XXXXXX8405 IOCL POS DEBIT,175837074789,12/04/24,310.0,,598294.03
14/04/24,IB BILLPAY DR-HDFCPE-545964XXXXXX7799 IB438444496781,438444496781,14/04/24,310.0,,597984.03
15/04/24,NWD-416021XXXXXX1453-S11834-BTM LAYOUT,852344661514,15/04/24,1250.0,,596734.03
17/04/24,IMPS-336612345634-MEENAIYER-HDFC-XXXXXXXXXX7677-PERSONAL,0000336612345634,17/04/24,,11200.0,607934.03
17/04/24,IMPS-688621888316-KARTHIKMENON-HDFC-XXXXXXXXXX2152-PERSONAL,0000688621888316,17/04/24,,2500.0,610434.03
19/04/24,NWD-416021XXXXXX1678-S11017-MUMBAI,776043126829,19/04/24,1250.0,,609184.03
20/04/24,POS 416021XXXXXX3622 OLA POS DEBIT,003377066553,20/04/24,850.0,,608334.03
20/04/24,NWD-416021XXXXXX2912-S14718-BANJARA HILLS,736811784365,20/04/24,2380.0,,605954.03
21/04/24,NWD-416021XXXXXX1965-S16481-BANJARA HILLS,853848731636,21/04/24,1680.0,,604274.03
22/04/24,IMPS-778056980085-RANJITSINGH-HDFC-XXXXXXXXXX2611-PERSONAL,0000778056980085,22/04/24,,24000.0,628274.03
25/04/24,IMPS-949105270394-POOJASHARMA-HDFC-XXXXXXXXXX5699-PERSONAL,0000949105270394,25/04/24,,4800.0,633074.03
25/04/24,NWD-416021XXXXXX2427-S11168-BANJARA HILLS,498032780518,25/04/24,79.0,,632995.03
26/04/24,IB BILLPAY DR-HDFCPE-545964XXXXXX6325 IB907243014718,907243014718,26/04/24,249.0,,632746.03
26/04/24,POS 416021XXXXXX7247 AIRTEL POS DEBIT,868164970099,26/04/24,2380.0,,630366.03
26/04/24,UPI-221312564863-priyanair563@paytm-OK,221312564863,26/04/24,7800.0,,622566.03
27/04/24,UPI-063625960292-rohitsharm967@oksbi-OK,063625960292,27/04/24,7800.0,,614766.03
27/04/24,IB BILLPAY DR-HDFCPE-545964XXXXXX7769 IB393928536140,393928536140,27/04/24,7800.0,,606966.03
27/04/24,NWD-416021XXXXXX2852-S10959-JAYANAGAR,795155636953,27/04/24,3499.0,,603467.03
27/04/24,IMPS-282095133845-TARASINGH-HDFC-XXXXXXXXXX3547-PERSONAL,0000282095133845,27/04/24,,18500.0,621967.03
29/04/24,IMPS-579402215773-VINAYPATIL-HDFC-XXXXXXXXXX1140-PERSONAL,0000579402215773,29/04/24,,18500.0,640467.03
30/04/24,NWD-416021XXXXXX2473-S15815-JAYANAGAR,481688921415,30/04/24,449.0,,640018.03
30/04/24,IB BILLPAY DR-HDFCPE-545964XXXXXX8651 IB967516865832,967516865832,30/04/24,449.0,,639569.03
01/05/24,POS 416021XXXXXX9970 FLIPKART POS DEBIT,606711335709,01/05/24,3499.0,,636070.03
02/05/24,POS 416021XXXXXX0280 AMAZON POS DEBIT,730589141235,02/05/24,999.0,,635071.03
03/05/24,UPI-031825906952-rahulsingh358@okaxis-OK,031825906952,03/05/24,120.0,,634951.03
04/05/24,IMPS-517034277396-ANANDKUMAR-HDFC-XXXXXXXXXX1442-PERSONAL,0000517034277396,04/05/24,,500.0,635451.03
04/05/24,POS 416021XXXXXX4012 RELIANCE FRESH POS DEBIT,952535493094,04/05/24,449.0,,635002.03
05/05/24,IB BILLPAY DR-HDFCPE-545964XXXXXX0173 IB655054047079,655054047079,05/05/24,1680.0,,633322.03
06/05/24,UPI-036584456877-santoshiye634@okaxis-OK,036584456877,06/05/24,79.0,,633243.03
06/05/24,NWD-416021XXXXXX7423-S13748-BTM LAYOUT,920967357172,06/05/24,120.0,,633123.03
06/05/24,POS 416021XXXXXX1358 BOOKMYSHOW POS DEBIT,383315876116,06/05/24,79.0,,633044.03
07/05/24,NWD-416021XXXXXX9919-S10844-HYDERABAD,525838799214,07/05/24,3499.0,,629545.03
09/05/24,NWD-416021XXXXXX5373-S16336-JAYANAGAR,754501389253,09/05/24,1250.0,,628295.03
10/05/24,IMPS-071294284900-NADIAHUSSAIN-HDFC-XXXXXXXXXX3664-PERSONAL,0000071294284900,10/05/24,,18500.0,646795.03
11/05/24,UPI-049502069935-divyamenon573@oksbi-OK,049502069935,11/05/24,249.0,,646546.03
11/05/24,IMPS-661440309306-CHANDANSHARMA-HDFC-XXXXXXXXXX9007-PERSONAL,0000661440309306,11/05/24,,7500.0,654046.03
11/05/24,IB BILLPAY DR-HDFCPE-545964XXXXXX2716 IB541228193841,541228193841,11/05/24,310.0,,653736.03
11/05/24,POS 416021XXXXXX7111 FLIPKART POS DEBIT,342208766280,11/05/24,120.0,,653616.03
13/05/24,POS 416021XXXXXX2095 IOCL POS DEBIT,711474306530,13/05/24,1250.0,,652366.03
14/05/24,UPI-593985335426-divyamenon328@ybl-OK,593985335426,14/05/24,1250.0,,651116.03
14/05/24,NWD-416021XXXXXX2967-S14495-INDIRANAGAR,771796601778,14/05/24,7800.0,,643316.03
16/05/24,UPI-654624722909-farhankhan631@ybl-OK,654624722909,16/05/24,699.0,,642617.03
16/05/24,POS 416021XXXXXX8367 BPCL POS DEBIT,662011096331,16/05/24,449.0,,642168.03
17/05/24,POS 416021XXXXXX5016 UBER POS DEBIT,815523183379,17/05/24,5200.0,,636968.03
20/05/24,IMPS-102159115034-TARAGEORGE-HDFC-XXXXXXXXXX9758-PERSONAL,0000102159115034,20/05/24,,1200.0,638168.03
20/05/24,IB BILLPAY DR-HDFCPE-545964XXXXXX7405 IB465698474958,465698474958,20/05/24,49.0,,638119.03
20/05/24,POS 416021XXXXXX3995 ZOMATO POS DEBIT,096073359239,20/05/24,699.0,,637420.03
20/05/24,NWD-416021XXXXXX4438-S17475-BANJARA HILLS,419275364192,20/05/24,310.0,,637110.03
22/05/24,IMPS-716715027928-LALITHADEVI-HDFC-XXXXXXXXXX3109-PERSONAL,0000716715027928,22/05/24,,1200.0,638310.03
23/05/24,POS 416021XXXXXX6820 BOOKMYSHOW POS DEBIT,177347574240,23/05/24,3499.0,,634811.03
24/05/24,NWD-416021XXXXXX0740-S19841-MARATHAHALLI,169847689916,24/05/24,449.0,,634362.03
24/05/24,IB BILLPAY DR-HDFCPE-545964XXXXXX7937 IB989288328386,989288328386,24/05/24,310.0,,634052.03
24/05/24,NWD-416021XXXXXX7116-S13617-KUKATPALLY,286662350609,24/05/24,1680.0,,632372.03
25/05/24,IMPS-123123564212-KARTHIKMENON-HDFC-XXXXXXXXXX5954-PERSONAL,0000123123564212,25/05/24,,2500.0,634872.03
26/05/24,UPI-814808046069-vikramnair627@okhdfcbank-OK,814808046069,26/05/24,3499.0,,631373.03
27/05/24,IMPS-173454613430-RAMESHPILLAI-HDFC-XXXXXXXXXX0151-PERSONAL,0000173454613430,27/05/24,,7500.0,638873.03
28/05/24,UPI-072128421821-arjunmehta848@oksbi-OK,072128421821,28/05/24,2380.0,,636493.03
29/05/24,UPI-025850317251-arjunmehta742@okhdfcbank-OK,025850317251,29/05/24,249.0,,636244.03
29/05/24,IMPS-125069277250-PREETHIIYER-HDFC-XXXXXXXXXX0570-PERSONAL,0000125069277250,29/05/24,,1200.0,637444.03
30/05/24,POS 416021XXXXXX0129 ZOMATO POS DEBIT,673508041686,30/05/24,249.0,,637195.03
01/06/24,UPI-985409032561-arjunmehta241@ybl-OK,985409032561,01/06/24,310.0,,636885.03
01/06/24,IMPS-949302575250-NILESHKULKARNI-HDFC-XXXXXXXXXX8764-PERSONAL,0000949302575250,01/06/24,,850.0,637735.03
04/06/24,IB BILLPAY DR-HDFCPE-545964XXXXXX7256 IB617416495182,617416495182,04/06/24,5200.0,,632535.03
04/06/24,IB BILLPAY DR-HDFCPE-545964XXXXXX7862 IB091646704122,091646704122,04/06/24,310.0,,632225.03
04/06/24,UPI-538098294573-vikramnair90@paytm-OK,538098294573,04/06/24,79.0,,632146.03
05/06/24,NWD-416021XXXXXX2099-S14489-PUNE,771214704526,05/06/24,120.0,,632026.03
08/06/24,NWD-416021XXXXXX1281-S13156-MARATHAHALLI,721273947447,08/06/24,310.0,,631716.03
08/06/24,IMPS-166018456815-SHEELADEVI-HDFC-XXXXXXXXXX1056-PERSONAL,0000166018456815,08/06/24,,1200.0,632916.03
09/06/24,IB BILLPAY DR-HDFCPE-545964XXXXXX9493 IB529378078210,529378078210,09/06/24,850.0,,632066.03
10/06/24,UPI-234825686508-gopalnaik431@oksbi-OK,234825686508,10/06/24,1250.0,,630816.03
11/06/24,POS 416021XXXXXX6132 UBER POS DEBIT,684382438414,11/06/24,850.0,,629966.03
13/06/24,UPI-739249053123-rohitsharm94@paytm-OK,739249053123,13/06/24,449.0,,629517.03
15/06/24,POS 416021XXXXXX5636 IOCL POS DEBIT,339790964658,15/06/24,79.0,,629438.03
16/06/24,UPI-322227897346-vikramnair995@okaxis-OK,322227897346,16/06/24,2380.0,,627058.03
16/06/24,UPI-898297641833-harishmeno361@oksbi-OK,898297641833,16/06/24,79.0,,626979.03
18/06/24,POS 416021XXXXXX3000 UBER POS DEBIT,418399402680,18/06/24,699.0,,626280.03
20/06/24,POS 416021XXXXXX6369 ZOMATO POS DEBIT,881643453842,20/06/24,699.0,,625581.03
20/06/24,IB BILLPAY DR-HDFCPE-545964XXXXXX9423 IB458576928670,458576928670,20/06/24,449.0,,625132.03
20/06/24,IMPS-615396880385-CHANDANSHARMA-HDFC-XXXXXXXXXX2938-PERSONAL,0000615396880385,20/06/24,,11200.0,636332.03
23/06/24,UPI-645818139101-smitharao861@ybl-OK,645818139101,23/06/24,1250.0,,635082.03
24/06/24,NWD-416021XXXXXX4812-S16668-HSR LAYOUT,210778460565,24/06/24,120.0,,634962.03
25/06/24,CREDIT INTEREST CAPITALISED,059546904555,25/06/24,,113.21,635075.24
25/06/24,GST ON BANK CHARGES,766850124274,25/06/24,17.7,,635057.54
26/06/24,IMPS-531399283403-IMRANKHAN-HDFC-XXXXXXXXXX5385-PERSONAL,0000531399283403,26/06/24,,24000.0,659057.54
26/06/24,NWD-416021XXXXXX9276-S16493-KORAMANGALA,686199213993,26/06/24,999.0,,658058.54
27/06/24,IB BILLPAY DR-HDFCPE-545964XXXXXX5153 IB020664418968,020664418968,27/06/24,5200.0,,652858.54
28/06/24,IB BILLPAY DR-HDFCPE-545964XXXXXX7903 IB284763267374,284763267374,28/06/24,310.0,,652548.54
29/06/24,IMPS-870473247865-PADMARAO-HDFC-XXXXXXXXXX6986-PERSONAL,0000870473247865,29/06/24,,18500.0,671048.54
29/06/24,POS 416021XXXXXX9793 ZOMATO POS DEBIT,318232959732,29/06/24,310.0,,670738.54
01/07/24,IB BILLPAY DR-HDFCPE-545964XXXXXX9461 IB642173154902,642173154902,01/07/24,2380.0,,668358.54
02/07/24,NWD-416021XXXXXX2629-S11009-MANGALURU,724338940746,02/07/24,850.0,,667508.54
02/07/24,IB BILLPAY DR-HDFCPE-545964XXXXXX7387 IB301770110397,301770110397,02/07/24,249.0,,667259.54
04/07/24,IB BILLPAY DR-HDFCPE-545964XXXXXX6978 IB913164491163,913164491163,04/07/24,249.0,,667010.54
04/07/24,NWD-416021XXXXXX4018-S13032-BANJARA HILLS,141735267988,04/07/24,850.0,,666160.54
05/07/24,IB BILLPAY DR-HDFCPE-545964XXXXXX3997 IB215976884426,215976884426,05/07/24,79.0,,666081.54
06/07/24,POS 416021XXXXXX0282 APOLLO PHARMACY POS DEBIT,316112292076,06/07/24,310.0,,665771.54
07/07/24,IB BILLPAY DR-HDFCPE-545964XXXXXX7913 IB114166027716,114166027716,07/07/24,999.0,,664772.54
07/07/24,NWD-416021XXXXXX2535-S12171-WHITEFIELD,324145145484,07/07/24,449.0,,664323.54
07/07/24,IMPS-662102589651-VINAYPATIL-HDFC-XXXXXXXXXX2052-PERSONAL,0000662102589651,07/07/24,,18500.0,682823.54
08/07/24,IB BILLPAY DR-HDFCPE-545964XXXXXX7595 IB634666993604,634666993604,08/07/24,2380.0,,680443.54
09/07/24,POS 416021XXXXXX4941 JIO POS DEBIT,859716622538,09/07/24,49.0,,680394.54
09/07/24,IMPS-064193242301-MEENAIYER-HDFC-XXXXXXXXXX3486-PERSONAL,0000064193242301,09/07/24,,7500.0,687894.54
11/07/24,IB BILLPAY DR-HDFCPE-545964XXXXXX6857 IB267640415173,267640415173,11/07/24,1680.0,,686214.54
11/07/24,IMPS-509601302539-NILESHKULKARNI-HDFC-XXXXXXXXXX1697-PERSONAL,0000509601302539,11/07/24,,850.0,687064.54
13/07/24,IMPS-120099723397-SURESHBABU-HDFC-XXXXXXXXXX8385-PERSONAL,0000120099723397,13/07/24,,24000.0,711064.54
13/07/24,POS 416021XXXXXX6753 AMAZON POS DEBIT,566112075273,13/07/24,2380.0,,708684.54
14/07/24,POS 416021XXXXXX7332 APOLLO PHARMACY POS DEBIT,779003590161,14/07/24,5200.0,,703484.54
15/07/24,IB BILLPAY DR-HDFCPE-545964XXXXXX9926 IB853471521647,853471521647,15/07/24,850.0,,702634.54
15/07/24,IMPS-861088156668-NIKHILGUPTA-HDFC-XXXXXXXXXX9270-PERSONAL,0000861088156668,15/07/24,,7500.0,710134.54
15/07/24,IB BILLPAY DR-HDFCPE-545964XXXXXX4377 IB084025705024,084025705024,15/07/24,249.0,,709885.54
16/07/24,IMPS-902288315518-RAJESHVERMA-HDFC-XXXXXXXXXX0776-PERSONAL,0000902288315518,16/07/24,,7500.0,717385.54
17/07/24,IMPS-947868145162-ARJUNMEHTA-HDFC-XXXXXXXXXX6437-PERSONAL,0000947868145162,17/07/24,,500.0,717885.54
21/07/24,UPI-352784816020-smitharao409@oksbi-OK,352784816020,21/07/24,7800.0,,710085.54
21/07/24,NWD-416021XXXXXX0573-S18260-BANJARA HILLS,394397139520,21/07/24,699.0,,709386.54
23/07/24,POS 416021XXXXXX6204 SWIGGY POS DEBIT,491540421915,23/07/24,699.0,,708687.54
23/07/24,UPI-504123915673-rahulsingh786@ybl-OK,504123915673,23/07/24,999.0,,707688.54
24/07/24,UPI-686107318674-divyamenon518@oksbi-OK,686107318674,24/07/24,49.0,,707639.54
28/07/24,POS 416021XXXXXX2466 MEDPLUS POS DEBIT,264398043623,28/07/24,1250.0,,706389.54
29/07/24,IMPS-247251706326-LAKSHMIVENKAT-HDFC-XXXXXXXXXX3152-PERSONAL,0000247251706326,29/07/24,,1200.0,707589.54
29/07/24,IB BILLPAY DR-HDFCPE-545964XXXXXX6510 IB709811859636,709811859636,29/07/24,3499.0,,704090.54
01/08/24,NWD-416021XXXXXX9500-S14033-KORAMANGALA,472860194808,01/08/24,1250.0,,702840.54
02/08/24,UPI-270298469600-ayeshakhan256@oksbi-OK,270298469600,02/08/24,120.0,,702720.54
03/08/24,IMPS-466607470907-RAMESHPILLAI-HDFC-XXXXXXXXXX2330-PERSONAL,0000466607470907,03/08/24,,24000.0,726720.54
03/08/24,POS 416021XXXXXX7009 FLIPKART POS DEBIT,084977479916,03/08/24,310.0,,726410.54
08/08/24,IB BILLPAY DR-HDFCPE-545964XXXXXX0532 IB483925025375,483925025375,08/08/24,79.0,,726331.54
09/08/24,IB BILLPAY DR-HDFCPE-545964XXXXXX9212 IB976464755205,976464755205,09/08/24,999.0,,725332.54
09/08/24,NWD-416021XXXXXX7328-S11041-MUMBAI,674263052316,09/08/24,449.0,,724883.54
09/08/24,IB BILLPAY DR-HDFCPE-545964XXXXXX5376 IB909604382198,909604382198,09/08/24,999.0,,723884.54
09/08/24,IMPS-490951851874-USHARANI-HDFC-XXXXXXXXXX9170-PERSONAL,0000490951851874,09/08/24,,500.0,724384.54
10/08/24,UPI-924803498499-ayeshakhan509@ybl-OK,924803498499,10/08/24,5200.0,,719184.54
11/08/24,IB BILLPAY DR-HDFCPE-545964XXXXXX4958 IB280540342643,280540342643,11/08/24,310.0,,718874.54
11/08/24,UPI-318281730328-rohitsharm357@paytm-OK,318281730328,11/08/24,5200.0,,713674.54
11/08/24,IB BILLPAY DR-HDFCPE-545964XXXXXX2557 IB177549846698,177549846698,11/08/24,120.0,,713554.54
12/08/24,POS 416021XXXXXX2903 OLA POS DEBIT,990285432404,12/08/24,2380.0,,711174.54
12/08/24,NWD-416021XXXXXX8721-S11576-BTM LAYOUT,018155712854,12/08/24,449.0,,710725.54
14/08/24,UPI-333765702214-rohitsharm85@paytm-OK,333765702214,14/08/24,850.0,,709875.54
15/08/24,UPI-714996044476-naveenkuma266@okaxis-OK,714996044476,15/08/24,79.0,,709796.54
16/08/24,POS 416021XXXXXX6798 PVR CINEMAS POS DEBIT,722495362697,16/08/24,310.0,,709486.54
16/08/24,POS 416021XXXXXX8067 AIRTEL POS DEBIT,369734703819,16/08/24,850.0,,708636.54
16/08/24,IMPS-557378018607-SANTOSHIYER-HDFC-XXXXXXXXXX2847-PERSONAL,0000557378018607,16/08/24,,500.0,709136.54
17/08/24,IB BILLPAY DR-HDFCPE-545964XXXXXX2214 IB906442385424,906442385424,17/08/24,7800.0,,701336.54
18/08/24,IMPS-416000113718-REKHAPILLAI-HDFC-XXXXXXXXXX2653-PERSONAL,0000416000113718,18/08/24,,1200.0,702536.54
18/08/24,IMPS-339852458036-HARISHMENON-HDFC-XXXXXXXXXX0960-PERSONAL,0000339852458036,18/08/24,,11200.0,713736.54
18/08/24,UPI-920987332280-rohitsharm633@paytm-OK,920987332280,18/08/24,79.0,,713657.54
20/08/24,IB BILLPAY DR-HDFCPE-545964XXXXXX1469 IB979672448916,979672448916,20/08/24,2380.0,,711277.54
20/08/24,IMPS-299532751753-MOHAMMEDIRFAN-HDFC-XXXXXXXXXX5571-PERSONAL,0000299532751753,20/08/24,,18500.0,729777.54
21/08/24,IMPS-889136841044-PRADEEPSINGH-HDFC-XXXXXXXXXX2554-PERSONAL,0000889136841044,21/08/24,,4800.0,734577.54
22/08/24,UPI-890881372659-poojasharm819@okhdfcbank-OK,890881372659,22/08/24,1680.0,,732897.54
23/08/24,POS 416021XXXXXX4379 JIO POS DEBIT,875906557053,23/08/24,3499.0,,729398.54
23/08/24,POS 416021XXXXXX6861 OLA POS DEBIT,825066789414,23/08/24,120.0,,729278.54
23/08/24,POS 416021XXXXXX7896 HPCL POS DEBIT,372211258453,23/08/24,1680.0,,727598.54
24/08/24,IB BILLPAY DR-HDFCPE-545964XXXXXX0041 IB746737058262,746737058262,24/08/24,1250.0,,726348.54
25/08/24,IB BILLPAY DR-HDFCPE-545964XXXXXX7404 IB036169587740,036169587740,25/08/24,3499.0,,722849.54
26/08/24,IMPS-526063212397-KARTHIKMENON-HDFC-XXXXXXXXXX9483-PERSONAL,0000526063212397,26/08/24,,11200.0,734049.54
28/08/24,NWD-416021XXXXXX6741-S13946-PUNE,491850605264,28/08/24,850.0,,733199.54
28/08/24,IMPS-697351485918-MEENAIYER-HDFC-XXXXXXXXXX4602-PERSONAL,0000697351485918,28/08/24,,4800.0,737999.54
28/08/24,UPI-412009354088-poojasharm960@oksbi-OK,412009354088,28/08/24,1250.0,,736749.54
29/08/24,NWD-416021XXXXXX2833-S18121-HYDERABAD,702197421949,29/08/24,79.0,,736670.54
01/09/24,POS 416021XXXXXX1569 BPCL POS DEBIT,059406964567,01/09/24,310.0,,736360.54
03/09/24,UPI-254423917038-kiranreddy393@okaxis-OK,254423917038,03/09/24,1250.0,,735110.54
04/09/24,NWD-416021XXXXXX5059-S18724-HSR LAYOUT,663529098692,04/09/24,1680.0,,733430.54
04/09/24,IMPS-501252651591-RAMESHPILLAI-HDFC-XXXXXXXXXX3908-PERSONAL,0000501252651591,04/09/24,,4800.0,738230.54
05/09/24,IB BILLPAY DR-HDFCPE-545964XXXXXX8890 IB584880624203,584880624203,05/09/24,120.0,,738110.54
05/09/24,IB BILLPAY DR-HDFCPE-545964XXXXXX7137 IB231393983475,231393983475,05/09/24,850.0,,737260.54
09/09/24,UPI-083747256666-harishmeno752@oksbi-OK,083747256666,09/09/24,1250.0,,736010.54
10/09/24,IMPS-054856069888-CHANDANSHARMA-HDFC-XXXXXXXXXX1695-PERSONAL,0000054856069888,10/09/24,,24000.0,760010.54
10/09/24,IMPS-681400342712-PRIYANAIR-HDFC-XXXXXXXXXX4213-PERSONAL,0000681400342712,10/09/24,,24000.0,784010.54
11/09/24,POS 416021XXXXXX5520 JIO POS DEBIT,904354870320,11/09/24,249.0,,783761.54
11/09/24,POS 416021XXXXXX3813 BESCOM POS DEBIT,566669760996,11/09/24,999.0,,782762.54
13/09/24,IB BILLPAY DR-HDFCPE-545964XXXXXX8053 IB724444503626,724444503626,13/09/24,699.0,,782063.54
15/09/24,POS 416021XXXXXX2800 IOCL POS DEBIT,470962616058,15/09/24,1680.0,,780383.54
15/09/24,IMPS-969485782852-MEERAPILLAI-HDFC-XXXXXXXXXX3275-PERSONAL,0000969485782852,15/09/24,,1200.0,781583.54
16/09/24,IMPS-128785715912-AYESHAKHAN-HDFC-XXXXXXXXXX3546-PERSONAL,0000128785715912,16/09/24,,500.0,782083.54
17/09/24,UPI-793390561517-divyamenon642@oksbi-OK,793390561517,17/09/24,5200.0,,776883.54
17/09/24,IB BILLPAY DR-HDFCPE-545964XXXXXX7865 IB842772070423,842772070423,17/09/24,120.0,,776763.54
18/09/24,POS 416021XXXXXX3755 AIRTEL POS DEBIT,534898910858,18/09/24,449.0,,776314.54
18/09/24,UPI-597637920482-vinaypatil725@paytm-OK,597637920482,18/09/24,999.0,,775315.54
18/09/24,IMPS-687044595130-LATHAMURTHY-HDFC-XXXXXXXXXX2275-PERSONAL,0000687044595130,18/09/24,,500.0,775815.54
21/09/24,IMPS-731031116787-RAJENDRAPRASAD-HDFC-XXXXXXXXXX4096-PERSONAL,0000731031116787,21/09/24,,4800.0,780615.54
22/09/24,NWD-416021XXXXXX7962-S18145-JAYANAGAR,276569740854,22/09/24,249.0,,780366.54
23/09/24,IB BILLPAY DR-HDFCPE-545964XXXXXX9799 IB006545910839,006545910839,23/09/24,120.0,,780246.54
24/09/24,UPI-656856814831-naveenkuma937@okhdfcbank-OK,656856814831,24/09/24,999.0,,779247.54
25/09/24,POS 416021XXXXXX7136 ZOMATO POS DEBIT,021879359490,25/09/24,310.0,,778937.54
25/09/24,CREDIT INTEREST CAPITALISED,120336646687,25/09/24,,107.09,779044.63
25/09/24,GST ON BANK CHARGES,259164510376,25/09/24,17.7,,779026.93
26/09/24,IMPS-343770886584-ROHITSHARMA-HDFC-XXXXXXXXXX0442-PERSONAL,0000343770886584,26/09/24,,24000.0,803026.93
26/09/24,IB BILLPAY DR-HDFCPE-545964XXXXXX0725 IB572487242142,572487242142,26/09/24,79.0,,802947.93
26/09/24,NWD-416021XXXXXX5787-S15779-HSR LAYOUT,846975420027,26/09/24,5200.0,,797747.93
28/09/24,IB BILLPAY DR-HDFCPE-545964XXXXXX9201 IB082708192844,082708192844,28/09/24,120.0,,797627.93
29/09/24,IMPS-574475235488-KAVITHARAO-HDFC-XXXXXXXXXX3840-PERSONAL,0000574475235488,29/09/24,,18500.0,816127.93
29/09/24,IMPS-772897194930-DIVYAMENON-HDFC-XXXXXXXXXX5820-PERSONAL,0000772897194930,29/09/24,,7500.0,823627.93
29/09/24,IMPS-349662797311-RAMESHPILLAI-HDFC-XXXXXXXXXX6741-PERSONAL,0000349662797311,29/09/24,,850.0,824477.93
01/10/24,UPI-209931002389-farhankhan892@okhdfcbank-OK,209931002389,01/10/24,310.0,,824167.93
03/10/24,POS 416021XXXXXX3677 MEDPLUS POS DEBIT,335831864979,03/10/24,999.0,,823168.93
04/10/24,UPI-142996274850-mohandas372@okhdfcbank-OK,142996274850,04/10/24,850.0,,822318.93
05/10/24,NWD-416021XXXXXX2856-S18824-MARATHAHALLI,245535538500,05/10/24,1250.0,,821068.93
05/10/24,UPI-981228299818-gopalnaik44@oksbi-OK,981228299818,05/10/24,850.0,,820218.93
08/10/24,POS 416021XXXXXX4459 HPCL POS DEBIT,889649320794,08/10/24,79.0,,820139.93
