Date,Narration,Ref,Withdrawal,Deposit,Balance
07/06/2023,CHQ NO 526075 CLEARING,TXN0256097,699.00,,5025053.51
07/06/2023,IMPS/P2P/408222019732/NADIA HUSSAIN/9830970005,TXN0256098,,850.00,5025903.51
07/06/2023,CHQ NO 332614 CLEARING,TXN0256099,49.00,,5025854.51
07/06/2023,NEFT/203734699517/SMITHA PILLAI/KKBK0045457/69623329661872,TXN0256100,,18500.00,5044354.51
07/06/2023,ATM/WDL/3144084209/SBI ATM JAYANAGAR BLR,TXN0256101,120.00,,5044234.51
07/06/2023,UPI/DR/5355253170/RAVI KUMAR SHARMA/KKBK0045457/ravi779@oksbi,TXN0256102,7800.00,,5036434.51
08/06/2023,IMPS/P2P/07316805/SHAHID KHAN/8806586366,TXN0256103,,7600.00,5044034.51
08/06/2023,UPI/DR/696101206043/DEEPA NAIR/KKBK0045457/deepa522@ybl,TXN0256104,3499.00,,5040535.51
08/06/2023,UPI/CR/9028124214/PREETHI IYER/KKBK0045457/preethi938@oksbi,TXN0256105,,18500.00,5059035.51
08/06/2023,CHQ NO 852662 CLEARING,TXN0256106,1250.00,,5057785.51
08/06/2023,UPI/DR/7239761242/VINAY PATIL/KKBK0045457/vinay342@okhdfc,TXN0256107,49.00,,5057736.51
08/06/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0256108,,1200.00,5058936.51
08/06/2023,ATM/WDL/4134369144/CANARA ATM MYSURU,TXN0256109,1250.00,,5057686.51
09/06/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0256110,,850.00,5058536.51
09/06/2023,NEFT/2135608048/SHAHID KHAN/KKBK0045457/97122691090950,TXN0256111,,4800.00,5063336.51
09/06/2023,NEFT/078602867423/KIRAN REDDY/KKBK0045457/74932676028525,TXN0256112,310.00,,5063026.51
09/06/2023,UPI/CR/455716573716/DEEPAK JOSHI/KKBK0045457/deepak90@ybl,TXN0256113,,850.00,5063876.51
09/06/2023,UPI/DR/244706220383/SNEHA PATIL/KKBK0045457/sneha791@oksbi,TXN0256114,5200.00,,5058676.51
10/06/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0256115,,18500.00,5077176.51
10/06/2023,UPI/DR/35868006/ANITHA KRISHNAN/KKBK0045457/anitha167@ybl,TXN0256116,2380.00,,5074796.51
10/06/2023,CHQ NO 731095 CLEARING,TXN0256117,2380.00,,5072416.51
10/06/2023,UPI/DR/18193077/SANTOSH KUMAR/KKBK0045457/santosh251@okhdfc,TXN0256118,5200.00,,5067216.51
10/06/2023,UPI/DR/61753967/LALITHA DEVI/KKBK0045457/lalitha992@okhdfc,TXN0256119,449.00,,5066767.51
10/06/2023,IMPS/P2P/75085658/NADIA HUSSAIN/8137590321,TXN0256120,,850.00,5067617.51
11/06/2023,UPI/CR/27366532/MOHAN DAS/KKBK0045457/mohan985@okhdfc,TXN0256121,,32000.00,5099617.51
11/06/2023,NEFT/5895838820/ANAND KUMAR/KKBK0045457/35870082075793,TXN0256122,,850.00,5100467.51
11/06/2023,CHQ NO 572352 CLEARING,TXN0256123,699.00,,5099768.51
11/06/2023,CHQ NO 518460 CLEARING,TXN0256124,999.00,,5098769.51
11/06/2023,IMPS/P2P/7733518647/SUNITA DEVI/7101738913,TXN0256125,,24000.00,5122769.51
11/06/2023,ATM/WDL/6845991879/SBI ATM JAYANAGAR BLR,TXN0256126,7800.00,,5114969.51
11/06/2023,UPI/DR/3389646062/MEERA PILLAI/KKBK0045457/meera638@ybl,TXN0256127,49.00,,5114920.51
11/06/2023,NEFT/7765273642/GANESH KUMAR/KKBK0045457/08670964813531,TXN0256128,1250.00,,5113670.51
11/06/2023,CHQ NO 020665 CLEARING,TXN0256129,1250.00,,5112420.51
12/06/2023,ATM/WDL/910933624000/HDFC ATM KORAMANGALA,TXN0256130,3499.00,,5108921.51
12/06/2023,ATM/WDL/5885251033/SBI ATM JAYANAGAR BLR,TXN0256131,310.00,,5108611.51
13/06/2023,UPI/CR/700850626486/LATHA MURTHY/KKBK0045457/latha143@okaxis,TXN0256132,,7600.00,5116211.51
13/06/2023,CHQ NO 859299 CLEARING,TXN0256133,449.00,,5115762.51
15/06/2023,UPI/DR/272025548353/KAVYA REDDY/KKBK0045457/kavya698@ybl,TXN0256134,3499.00,,5112263.51
15/06/2023,NEFT/2533976590/SUSHMA RAO/KKBK0045457/32457576762563,TXN0256135,999.00,,5111264.51
15/06/2023,UPI/DR/654014705629/ROHIT SHARMA/KKBK0045457/rohit658@oksbi,TXN0256136,120.00,,5111144.51
15/06/2023,NEFT/440676421604/SURESH NAIR/KKBK0045457/96395143791156,TXN0256137,,11200.00,5122344.51
15/06/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0256138,,500.00,5122844.51
16/06/2023,UPI/DR/33805038/VENKAT RAO/KKBK0045457/venkat865@okhdfc,TXN0256139,699.00,,5122145.51
16/06/2023,CHQ NO 885339 CLEARING,TXN0256140,850.00,,5121295.51
16/06/2023,NEFT/61970031/DEEPA NAIR/KKBK0045457/31143768064765,TXN0256141,,1200.00,5122495.51
16/06/2023,UPI/DR/2586119466/GANESH KUMAR/KKBK0045457/ganesh843@ybl,TXN0256142,850.00,,5121645.51
17/06/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0256143,,11200.00,5132845.51
17/06/2023,IMPS/P2P/63452917/SUNIL YADAV/9049826535,TXN0256144,,2500.00,5135345.51
17/06/2023,CHQ NO 047388 CLEARING,TXN0256145,1250.00,,5134095.51
17/06/2023,ATM/WDL/75025055/HDFC ATM KORAMANGALA,TXN0256146,49.00,,5134046.51
17/06/2023,UPI/CR/8879311024/VENKAT RAO/KKBK0045457/venkat565@okhdfc,TXN0256147,,2500.00,5136546.51
17/06/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0256148,,500.00,5137046.51
18/06/2023,NEFT/33917141/MEENA IYER/KKBK0045457/54240766069279,TXN0256149,449.00,,5136597.51
18/06/2023,NEFT/89916653/ANITHA KRISHNAN/KKBK0045457/72186425164443,TXN0256150,5200.00,,5131397.51
18/06/2023,UPI/DR/5724801347/NAVEEN KUMAR/KKBK0045457/naveen538@okhdfc,TXN0256151,79.00,,5131318.51
18/06/2023,UPI/DR/16733957/RESHMA KHAN/KKBK0045457/reshma550@okhdfc,TXN0256152,49.00,,5131269.51
18/06/2023,UPI/DR/97049703/RANJIT SINGH/KKBK0045457/ranjit309@paytm,TXN0256153,249.00,,5131020.51
18/06/2023,NEFT/43372613/CHANDAN SHARMA/KKBK0045457/92876697081779,TXN0256154,999.00,,5130021.51
18/06/2023,UPI/DR/775407898310/LALITHA DEVI/KKBK0045457/lalitha822@okaxis,TXN0256155,850.00,,5129171.51
19/06/2023,NEFT/6755631175/SUNIL YADAV/KKBK0045457/79508480793145,TXN0256156,120.00,,5129051.51
19/06/2023,CHQ NO 128005 CLEARING,TXN0256157,79.00,,5128972.51
19/06/2023,ATM/WDL/400537874533/SBI ATM JAYANAGAR BLR,TXN0256158,2380.00,,5126592.51
19/06/2023,CHQ NO 252005 CLEARING,TXN0256159,49.00,,5126543.51
19/06/2023,CHQ NO 162268 CLEARING,TXN0256160,49.00,,5126494.51
20/06/2023,UPI/DR/2256288659/PREETHI IYER/KKBK0045457/preethi938@oksbi,TXN0256161,3499.00,,5122995.51
21/06/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0256162,,18500.00,5141495.51
21/06/2023,NEFT/8784369951/MOHAN DAS/KKBK0045457/51162843554984,TXN0256163,,4800.00,5146295.51
21/06/2023,CHQ NO 519396 CLEARING,TXN0256164,120.00,,5146175.51
21/06/2023,UPI/DR/640096548082/DEEPAK JOSHI/KKBK0045457/deepak838@paytm,TXN0256165,449.00,,5145726.51
22/06/2023,NEFT/264070119268/RAVI KUMAR SHARMA/KKBK0045457/51689016377334,TXN0256166,,32000.00,5177726.51
22/06/2023,ATM/WDL/320282699519/HDFC ATM KORAMANGALA,TXN0256167,3499.00,,5174227.51
23/06/2023,UPI/DR/3380134346/DEEPA NAIR/KKBK0045457/deepa384@okaxis,TXN0256168,120.00,,5174107.51
23/06/2023,ATM/WDL/277027740389/HDFC ATM KORAMANGALA,TXN0256169,3499.00,,5170608.51
24/06/2023,UPI/DR/8330189366/ARJUN MEHTA/KKBK0045457/arjun463@paytm,TXN0256170,120.00,,5170488.51
24/06/2023,UPI/CR/33069703/NIKHIL GUPTA/KKBK0045457/nikhil866@paytm,TXN0256171,,32000.00,5202488.51
24/06/2023,UPI/CR/156818810427/KIRAN REDDY/KKBK0045457/kiran283@okaxis,TXN0256172,,7600.00,5210088.51
24/06/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0256173,,24000.00,5234088.51
25/06/2023,IMPS/P2P/1680828310/NILESH KULKARNI/7276723410,TXN0256174,,1200.00,5235288.51
25/06/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0256175,,18500.00,5253788.51
25/06/2023,NEFT/185385209118/ANITHA KRISHNAN/KKBK0045457/16929618308950,TXN0256176,,18500.00,5272288.51
25/06/2023,NEFT/757955192347/MOHAMMED IRFAN/KKBK0045457/01267839420621,TXN0256177,999.00,,5271289.51
25/06/2023,UPI/DR/66459910/GEETA DEVI/KKBK0045457/geeta191@ybl,TXN0256178,1680.00,,5269609.51
26/06/2023,ATM/WDL/1042377157/HDFC ATM KORAMANGALA,TXN0256179,1680.00,,5267929.51
26/06/2023,UPI/DR/39347444/KIRAN REDDY/KKBK0045457/kiran69@ybl,TXN0256180,999.00,,5266930.51
26/06/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0256181,,850.00,5267780.51
26/06/2023,ATM/WDL/4489214632/CANARA ATM MYSURU,TXN0256182,1250.00,,5266530.51
26/06/2023,UPI/DR/839095553863/MEENA IYER/KKBK0045457/meena772@oksbi,TXN0256183,5200.00,,5261330.51
26/06/2023,UPI/DR/2892317733/BINDHU NAIR/KKBK0045457/bindhu21@oksbi,TXN0256184,449.00,,5260881.51
26/06/2023,ATM/WDL/17851176/SBI ATM JAYANAGAR BLR,TXN0256185,120.00,,5260761.51
27/06/2023,UPI/CR/29328842/ARUN SHARMA/KKBK0045457/arun774@ybl,TXN0256186,,850.00,5261611.51
27/06/2023,UPI/CR/90200304/KAVYA REDDY/KKBK0045457/kavya554@okaxis,TXN0256187,,7600.00,5269211.51
27/06/2023,CHQ NO 313225 CLEARING,TXN0256188,1680.00,,5267531.51
27/06/2023,CHQ NO 759568 CLEARING,TXN0256189,3499.00,,5264032.51
28/06/2023,CHQ NO 003144 CLEARING,TXN0256190,310.00,,5263722.51
28/06/2023,UPI/CR/6645734033/SANJANA HEGDE/KKBK0045457/sanjana22@oksbi,TXN0256191,,4800.00,5268522.51
28/06/2023,CHQ NO 489105 CLEARING,TXN0256192,249.00,,5268273.51
28/06/2023,NEFT/224648873641/ARJUN MEHTA/KKBK0045457/61533620278723,TXN0256193,,500.00,5268773.51
28/06/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0256194,,850.00,5269623.51
28/06/2023,IMPS/P2P/211324935366/DEEPA NAIR/9976709863,TXN0256195,,4800.00,5274423.51
28/06/2023,UPI/DR/497781877181/IMRAN KHAN/KKBK0045457/imran736@okhdfc,TXN0256196,850.00,,5273573.51
29/06/2023,NEFT/736244294562/RAMESH GOWDA/KKBK0045457/12148643994956,TXN0256197,310.00,,5273263.51
29/06/2023,ATM/WDL/015929270104/CANARA ATM MYSURU,TXN0256198,5200.00,,5268063.51
29/06/2023,ATM/WDL/5698127704/CANARA ATM MYSURU,TXN0256199,310.00,,5267753.51
29/06/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0256200,,500.00,5268253.51
29/06/2023,UPI/CR/4245661919/KARTHIK MENON/KKBK0045457/karthik666@oksbi,TXN0256201,,32000.00,5300253.51
30/06/2023,UPI/DR/4468130389/LAKSHMI VENKAT/KKBK0045457/lakshmi608@okhdfc,TXN0256202,120.00,,5300133.51
30/06/2023,NEFT/8434736098/GANESH KUMAR/KKBK0045457/23608434387133,TXN0256203,,24000.00,5324133.51
30/06/2023,NEFT/529745174804/IMRAN KHAN/KKBK0045457/09784633544048,TXN0256204,49.00,,5324084.51
30/06/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0256205,,11200.00,5335284.51
01/07/2023,UPI/DR/1527181912/IMRAN KHAN/KKBK0045457/imran380@paytm,TXN0256206,1680.00,,5333604.51
01/07/2023,UPI/DR/5972393499/LALITHA DEVI/KKBK0045457/lalitha275@ybl,TXN0256207,449.00,,5333155.51
01/07/2023,CHQ NO 054022 CLEARING,TXN0256208,79.00,,5333076.51
01/07/2023,UPI/DR/24617679/POOJA SHARMA/KKBK0045457/pooja991@okhdfc,TXN0256209,699.00,,5332377.51
01/07/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0256210,,11200.00,5343577.51
02/07/2023,NEFT/020056193014/ROHIT SHARMA/KKBK0045457/76361210003466,TXN0256211,,32000.00,5375577.51
02/07/2023,ATM/WDL/942907391333/CANARA ATM MYSURU,TXN0256212,850.00,,5374727.51
02/07/2023,UPI/CR/514718173710/POOJA SHARMA/KKBK0045457/pooja344@ybl,TXN0256213,,32000.00,5406727.51
02/07/2023,ATM/WDL/828486155843/SBI ATM JAYANAGAR BLR,TXN0256214,249.00,,5406478.51
03/07/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0256215,,7600.00,5414078.51
03/07/2023,NEFT/493647999032/LAKSHMI VENKAT/KKBK0045457/62040417380272,TXN0256216,999.00,,5413079.51
03/07/2023,NEFT/0599537404/KARTHIK MENON/KKBK0045457/20812432767046,TXN0256217,,24000.00,5437079.51
03/07/2023,CHQ NO 055187 CLEARING,TXN0256218,999.00,,5436080.51
03/07/2023,NEFT/35496115/GANESH KUMAR/KKBK0045457/83079914068053,TXN0256219,999.00,,5435081.51
03/07/2023,NEFT/9563559543/VINAY PATIL/KKBK0045457/71042053021875,TXN0256220,3499.00,,5431582.51
04/07/2023,UPI/DR/712531605908/BABU LAL/KKBK0045457/babu571@paytm,TXN0256221,1250.00,,5430332.51
04/07/2023,NEFT/652204184939/SANTOSH KUMAR/KKBK0045457/82880082589826,TXN0256222,,1200.00,5431532.51
04/07/2023,UPI/CR/9452932603/VINAY PATIL/KKBK0045457/vinay511@okaxis,TXN0256223,,7600.00,5439132.51
04/07/2023,UPI/DR/1749233524/SANTOSH KUMAR/KKBK0045457/santosh890@oksbi,TXN0256224,1680.00,,5437452.51
04/07/2023,IMPS/P2P/659908067059/POOJA SHARMA/7119218360,TXN0256225,,11200.00,5448652.51
04/07/2023,CHQ NO 173750 CLEARING,TXN0256226,7800.00,,5440852.51
04/07/2023,UPI/CR/906445673497/SMITHA PILLAI/KKBK0045457/smitha830@paytm,TXN0256227,,7600.00,5448452.51
05/07/2023,UPI/CR/229653961396/LALITHA DEVI/KKBK0045457/lalitha287@oksbi,TXN0256228,,7600.00,5456052.51
05/07/2023,UPI/DR/98711526/KAVITHA RAO/KKBK0045457/kavitha941@okhdfc,TXN0256229,999.00,,5455053.51
05/07/2023,CHQ NO 783820 CLEARING,TXN0256230,1680.00,,5453373.51
05/07/2023,UPI/DR/672702755588/MALLIKA DAS/KKBK0045457/mallika845@ybl,TXN0256231,249.00,,5453124.51
05/07/2023,ATM/WDL/78917318/HDFC ATM KORAMANGALA,TXN0256232,5200.00,,5447924.51
05/07/2023,UPI/DR/012558646683/MALLIKA DAS/KKBK0045457/mallika575@ybl,TXN0256233,5200.00,,5442724.51
05/07/2023,IMPS/P2P/03532184/MALLIKA DAS/9542222733,TXN0256234,,1200.00,5443924.51
05/07/2023,IMPS/P2P/88740481/RAJESH VERMA/9214479563,TXN0256235,,2500.00,5446424.51
05/07/2023,NEFT/67139385/RANJIT SINGH/KKBK0045457/32167941752940,TXN0256236,249.00,,5446175.51
05/07/2023,CHQ NO 258091 CLEARING,TXN0256237,249.00,,5445926.51
06/07/2023,UPI/DR/08323527/MEERA PILLAI/KKBK0045457/meera984@oksbi,TXN0256238,1250.00,,5444676.51
06/07/2023,UPI/CR/5673971359/KAVYA REDDY/KKBK0045457/kavya291@okhdfc,TXN0256239,,1200.00,5445876.51
06/07/2023,NEFT/012637099762/PRAKASH RAO/KKBK0045457/26844627430066,TXN0256240,,2500.00,5448376.51
06/07/2023,UPI/DR/8108011291/FARHAN KHAN/KKBK0045457/farhan732@ybl,TXN0256241,850.00,,5447526.51
06/07/2023,UPI/CR/4099247394/FARHAN KHAN/KKBK0045457/farhan456@oksbi,TXN0256242,,32000.00,5479526.51
06/07/2023,IMPS/P2P/2896141066/KAVERI MENON/7590399032,TXN0256243,,2500.00,5482026.51
07/07/2023,NEFT/5921407297/KARTHIK MENON/KKBK0045457/54044072362121,TXN0256244,,500.00,5482526.51
07/07/2023,CHQ NO 350782 CLEARING,TXN0256245,1680.00,,5480846.51
07/07/2023,CHQ NO 398879 CLEARING,TXN0256246,449.00,,5480397.51
07/07/2023,UPI/DR/59841578/FATIMA SHEIKH/KKBK0045457/fatima219@okhdfc,TXN0256247,1250.00,,5479147.51
07/07/2023,UPI/CR/898362564265/KAVYA REDDY/KKBK0045457/kavya778@ybl,TXN0256248,,32000.00,5511147.51
08/07/2023,ATM/WDL/6008057501/SBI ATM JAYANAGAR BLR,TXN0256249,49.00,,5511098.51
08/07/2023,UPI/CR/74598593/KAVITHA RAO/KKBK0045457/kavitha895@ybl,TXN0256250,,2500.00,5513598.51
08/07/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0256251,,4800.00,5518398.51
08/07/2023,UPI/DR/9209533405/RAMESH GOWDA/KKBK0045457/ramesh585@ybl,TXN0256252,5200.00,,5513198.51
08/07/2023,UPI/DR/217965607693/MEERA PILLAI/KKBK0045457/meera145@paytm,TXN0256253,49.00,,5513149.51
08/07/2023,NEFT/468022916728/USHA RANI/KKBK0045457/50329600614541,TXN0256254,,11200.00,5524349.51
08/07/2023,NEFT/996959820201/KIRAN REDDY/KKBK0045457/26212641314116,TXN0256255,79.00,,5524270.51
08/07/2023,UPI/DR/98106604/USHA RANI/KKBK0045457/usha54@okhdfc,TXN0256256,1680.00,,5522590.51
08/07/2023,UPI/DR/6035782081/SUNITA DEVI/KKBK0045457/sunita14@okaxis,TXN0256257,2380.00,,5520210.51
08/07/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0256258,,2500.00,5522710.51
08/07/2023,UPI/DR/0877932712/LAKSHMI VENKAT/KKBK0045457/lakshmi702@ybl,TXN0256259,449.00,,5522261.51
09/07/2023,NEFT/471484392474/PRIYA NAIR/KKBK0045457/65235803637350,TXN0256260,3499.00,,5518762.51
09/07/2023,NEFT/4617277192/SUNITA DEVI/KKBK0045457/15502688735324,TXN0256261,7800.00,,5510962.51
09/07/2023,IMPS/P2P/141572731158/MEERA PILLAI/8137356995,TXN0256262,,500.00,5511462.51
09/07/2023,NEFT/03706736/LALITHA DEVI/KKBK0045457/31990866113622,TXN0256263,449.00,,5511013.51
09/07/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0256264,,850.00,5511863.51
09/07/2023,UPI/CR/046773122885/MALLIKA DAS/KKBK0045457/mallika569@okaxis,TXN0256265,,18500.00,5530363.51
09/07/2023,NEFT/63809566/ROHIT SHARMA/KKBK0045457/40366871307589,TXN0256266,,4800.00,5535163.51
09/07/2023,UPI/DR/62200954/FATIMA SHEIKH/KKBK0045457/fatima931@okhdfc,TXN0256267,449.00,,5534714.51
09/07/2023,UPI/CR/022223441316/RAVI KUMAR SHARMA/KKBK0045457/ravi293@oksbi,TXN0256268,,4800.00,5539514.51
10/07/2023,UPI/DR/8569924571/RAVI KUMAR SHARMA/KKBK0045457/ravi942@okhdfc,TXN0256269,1250.00,,5538264.51
10/07/2023,NEFT/5085950897/GOPAL VERMA/KKBK0045457/82864603750067,TXN0256270,2380.00,,5535884.51
10/07/2023,IMPS/P2P/48965080/BINDHU NAIR/7846538700,TXN0256271,,24000.00,5559884.51
11/07/2023,UPI/DR/677166358330/ADITYA KUMAR/KKBK0045457/aditya171@oksbi,TXN0256272,2380.00,,5557504.51
11/07/2023,UPI/DR/54998036/MOHAMMED IRFAN/KKBK0045457/mohammed504@paytm,TXN0256273,449.00,,5557055.51
11/07/2023,UPI/DR/3809202930/KAVYA REDDY/KKBK0045457/kavya740@okaxis,TXN0256274,5200.00,,5551855.51
11/07/2023,NEFT/61656746/SUNITA DEVI/KKBK0045457/75683388460996,TXN0256275,,18500.00,5570355.51
11/07/2023,UPI/CR/354755248707/ARJUN MEHTA/KKBK0045457/arjun285@ybl,TXN0256276,,4800.00,5575155.51
11/07/2023,NEFT/21849124/SURESH BABU/KKBK0045457/69501226045497,TXN0256277,,7600.00,5582755.51
12/07/2023,UPI/CR/08879624/MEERA PILLAI/KKBK0045457/meera101@okaxis,TXN0256278,,2500.00,5585255.51
12/07/2023,NEFT/808958924739/TANVI RAO/KKBK0045457/11078925903652,TXN0256279,,2500.00,5587755.51
12/07/2023,NEFT/960630462250/SNEHA PATIL/KKBK0045457/17207718029482,TXN0256280,,2500.00,5590255.51
13/07/2023,IMPS/P2P/3236029521/KAVERI MENON/9516230447,TXN0256281,,2500.00,5592755.51
13/07/2023,IMPS/P2P/419920485995/AYESHA KHAN/8337589918,TXN0256282,,24000.00,5616755.51
13/07/2023,UPI/DR/908498001490/DIVYA MENON/KKBK0045457/divya116@okaxis,TXN0256283,999.00,,5615756.51
13/07/2023,UPI/DR/91923700/ARCHANA PILLAI/KKBK0045457/archana926@paytm,TXN0256284,999.00,,5614757.51
13/07/2023,NEFT/365271874161/RAMESH PILLAI/KKBK0045457/97998941474922,TXN0256285,,4800.00,5619557.51
13/07/2023,ATM/WDL/51864531/SBI ATM JAYANAGAR BLR,TXN0256286,7800.00,,5611757.51
14/07/2023,IMPS/P2P/6034837606/RESHMA KHAN/9444159768,TXN0256287,,4800.00,5616557.51
14/07/2023,IMPS/P2P/2976612999/TANVI RAO/9161866541,TXN0256288,,2500.00,5619057.51
14/07/2023,NEFT/556917393125/DEEPA NAIR/KKBK0045457/32586262078906,TXN0256289,310.00,,5618747.51
14/07/2023,NEFT/924856454567/ANITHA KRISHNAN/KKBK0045457/04722222372902,TXN0256290,1680.00,,5617067.51
14/07/2023,UPI/DR/2826586937/TANVI RAO/KKBK0045457/tanvi546@ybl,TXN0256291,449.00,,5616618.51
14/07/2023,NEFT/6709764788/SUSHMA RAO/KKBK0045457/09923880985639,TXN0256292,3499.00,,5613119.51
14/07/2023,UPI/CR/531105643183/DIVYA MENON/KKBK0045457/divya790@okhdfc,TXN0256293,,11200.00,5624319.51
14/07/2023,CHQ NO 562272 CLEARING,TXN0256294,7800.00,,5616519.51
15/07/2023,CHQ NO 905180 CLEARING,TXN0256295,249.00,,5616270.51
15/07/2023,UPI/DR/372569028932/PREETHI IYER/KKBK0045457/preethi850@oksbi,TXN0256296,7800.00,,5608470.51
15/07/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0256297,,850.00,5609320.51
15/07/2023,NEFT/8894761261/DEEPA NAIR/KKBK0045457/07185607146508,TXN0256298,,1200.00,5610520.51
15/07/2023,NEFT/88805897/NILESH KULKARNI/KKBK0045457/70517193625910,TXN0256299,120.00,,5610400.51
15/07/2023,IMPS/P2P/5641851092/PREETHI IYER/7333475835,TXN0256300,,32000.00,5642400.51
15/07/2023,UPI/DR/2856221160/ARJUN MEHTA/KKBK0045457/arjun167@ybl,TXN0256301,7800.00,,5634600.51
15/07/2023,CHQ NO 121534 CLEARING,TXN0256302,1680.00,,5632920.51
15/07/2023,UPI/DR/77500439/GOPAL VERMA/KKBK0045457/gopal215@okaxis,TXN0256303,79.00,,5632841.51
16/07/2023,UPI/DR/6457172860/VINAY PATIL/KKBK0045457/vinay77@paytm,TXN0256304,2380.00,,5630461.51
16/07/2023,UPI/DR/3735301166/HARISH MENON/KKBK0045457/harish46@okhdfc,TXN0256305,310.00,,5630151.51
16/07/2023,CHQ NO 162216 CLEARING,TXN0256306,699.00,,5629452.51
16/07/2023,UPI/DR/189764207167/RAVI KUMAR SHARMA/KKBK0045457/ravi290@okhdfc,TXN0256307,310.00,,5629142.51
17/07/2023,NEFT/92744471/VIKRAM NAIR/KKBK0045457/66340263759485,TXN0256308,699.00,,5628443.51
17/07/2023,UPI/DR/38802274/RAJESH VERMA/KKBK0045457/rajesh689@ybl,TXN0256309,7800.00,,5620643.51
17/07/2023,UPI/DR/434639271683/LAKSHMI VENKAT/KKBK0045457/lakshmi701@paytm,TXN0256310,120.00,,5620523.51
17/07/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0256311,,500.00,5621023.51
17/07/2023,IMPS/P2P/436636199568/BABU LAL/8479632361,TXN0256312,,24000.00,5645023.51
18/07/2023,CHQ NO 957840 CLEARING,TXN0256313,449.00,,5644574.51
18/07/2023,NEFT/2245216491/MALLIKA DAS/KKBK0045457/85876106766039,TXN0256314,49.00,,5644525.51
18/07/2023,CHQ NO 723435 CLEARING,TXN0256315,3499.00,,5641026.51
18/07/2023,UPI/CR/5467600303/SHEELA DEVI/KKBK0045457/sheela116@okhdfc,TXN0256316,,24000.00,5665026.51
18/07/2023,CHQ NO 913560 CLEARING,TXN0256317,999.00,,5664027.51
19/07/2023,ATM/WDL/12009477/CANARA ATM MYSURU,TXN0256318,120.00,,5663907.51
19/07/2023,UPI/CR/10759158/TARA SINGH/KKBK0045457/tara50@paytm,TXN0256319,,500.00,5664407.51
19/07/2023,NEFT/079842398515/RAJESH VERMA/KKBK0045457/45324409652658,TXN0256320,49.00,,5664358.51
19/07/2023,UPI/DR/87534101/KAVITHA RAO/KKBK0045457/kavitha962@paytm,TXN0256321,5200.00,,5659158.51
19/07/2023,NEFT/928057249713/HARISH MENON/KKBK0045457/60599833523240,TXN0256322,999.00,,5658159.51
19/07/2023,NEFT/907280254814/KAVITHA RAO/KKBK0045457/99992820695571,TXN0256323,310.00,,5657849.51
20/07/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0256324,,24000.00,5681849.51
20/07/2023,UPI/DR/943704965849/AYESHA KHAN/KKBK0045457/ayesha568@oksbi,TXN0256325,699.00,,5681150.51
20/07/2023,IMPS/P2P/4875876118/GEETA DEVI/8977441450,TXN0256326,,7600.00,5688750.51
21/07/2023,UPI/DR/61192123/ANAND KUMAR/KKBK0045457/anand299@oksbi,TXN0256327,7800.00,,5680950.51
21/07/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,TXN0256328,,4800.00,5685750.51
21/07/2023,UPI/DR/7812620211/KAVITHA RAO/KKBK0045457/kavitha177@paytm,TXN0256329,999.00,,5684751.51
21/07/2023,UPI/DR/217600770274/NADIA HUSSAIN/KKBK0045457/nadia250@okhdfc,TXN0256330,49.00,,5684702.51
21/07/2023,UPI/DR/86415839/HARISH MENON/KKBK0045457/harish248@paytm,TXN0256331,79.00,,5684623.51
22/07/2023,UPI/CR/44231469/ROHIT SHARMA/KKBK0045457/rohit831@okaxis,TXN0256332,,32000.00,5716623.51
