Txn Date,Value Date,Description,Debit Amount,Credit Amount,Balance
23/07/2023,23/07/2023,UPI/DR/087275982569/MEERA PILLAI/ICIC0272108/meera266@paytm,49.00,,3605901.89
24/07/2023,24/07/2023,NEFT/085845606417/SHAHID KHAN/ICIC0272108/03712985448329,449.00,,3605452.89
25/07/2023,25/07/2023,IMPS/P2P/417922594727/RAVI KUMAR SHARMA/9547560130,,1200.00,3606652.89
25/07/2023,26/07/2023,IMPS/P2P/256778375037/SAVITHA DEVI/7694830647,,11200.00,3617852.89
25/07/2023,25/07/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,3619052.89
26/07/2023,26/07/2023,NEFT/82482635/NILESH KULKARNI/ICIC0272108/24754645007066,699.00,,3618353.89
26/07/2023,27/07/2023,ATM/WDL/1857193527/HDFC ATM KORAMANGALA,850.00,,3617503.89
26/07/2023,26/07/2023,NEFT/056182562999/SURESH BABU/ICIC0272108/81584882734035,,2500.00,3620003.89
26/07/2023,26/07/2023,UPI/DR/306813940712/GEETA DEVI/ICIC0272108/geeta859@okhdfc,850.00,,3619153.89
26/07/2023,26/07/2023,UPI/DR/0002269398/KAVERI MENON/ICIC0272108/kaveri185@ybl,999.00,,3618154.89
27/07/2023,27/07/2023,UPI/CR/6187414437/MEENA IYER/ICIC0272108/meena967@paytm,,18500.00,3636654.89
27/07/2023,27/07/2023,NEFT/2071850200/PRIYA NAIR/ICIC0272108/10198774637889,,24000.00,3660654.89
27/07/2023,27/07/2023,UPI/CR/88032760/HARISH MENON/ICIC0272108/harish91@paytm,,850.00,3661504.89
27/07/2023,27/07/2023,NEFT/661304842992/ARCHANA PILLAI/ICIC0272108/41999567111372,,500.00,3662004.89
28/07/2023,28/07/2023,IMPS/P2P/49742226/PADMA RAO/8649727593,,2500.00,3664504.89
29/07/2023,29/07/2023,NEFT/693767223440/RESHMA KHAN/ICIC0272108/63652780348158,3499.00,,3661005.89
29/07/2023,29/07/2023,NEFT/091701723220/SMITHA PILLAI/ICIC0272108/18087133708593,49.00,,3660956.89
29/07/2023,29/07/2023,IMPS/P2P/8004427939/MALLIKA DAS/8298666085,,850.00,3661806.89
30/07/2023,30/07/2023,UPI/DR/7861865818/KARTHIK MENON/ICIC0272108/karthik635@ybl,850.00,,3660956.89
31/07/2023,31/07/2023,NEFT/1070547416/MALLIKA DAS/ICIC0272108/25123775735419,49.00,,3660907.89
31/07/2023,31/07/2023,UPI/DR/2294293507/POOJA SHARMA/ICIC0272108/pooja802@paytm,3499.00,,3657408.89
31/07/2023,01/08/2023,NEFT/610735873084/IMRAN KHAN/ICIC0272108/04940443480261,120.00,,3657288.89
31/07/2023,31/07/2023,IMPS/P2P/852304860666/RAJESH VERMA/7365463914,,24000.00,3681288.89
01/08/2023,01/08/2023,NEFT/2554268929/ARUN SHARMA/ICIC0272108/97389675578639,7800.00,,3673488.89
01/08/2023,01/08/2023,NEFT/3319216973/KAVITHA RAO/ICIC0272108/72907482747602,,4800.00,3678288.89
01/08/2023,02/08/2023,UPI/DR/13218111/KAVYA REDDY/ICIC0272108/kavya883@okaxis,120.00,,3678168.89
01/08/2023,01/08/2023,ATM/WDL/7889814012/SBI ATM JAYANAGAR BLR,79.00,,3678089.89
01/08/2023,01/08/2023,CHQ NO 392807 CLEARING,120.00,,3677969.89
01/08/2023,01/08/2023,NEFT/487212764363/VENKAT RAO/ICIC0272108/32923617208748,699.00,,3677270.89
02/08/2023,02/08/2023,IMPS/P2P/56733308/ADITYA KUMAR/7407457448,,7600.00,3684870.89
02/08/2023,02/08/2023,UPI/DR/21673806/VENKAT RAO/ICIC0272108/venkat396@okhdfc,310.00,,3684560.89
02/08/2023,02/08/2023,NEFT/35890915/SANJANA HEGDE/ICIC0272108/52307640573845,,500.00,3685060.89
03/08/2023,03/08/2023,ATM/WDL/82221813/HDFC ATM KORAMANGALA,7800.00,,3677260.89
03/08/2023,03/08/2023,NEFT/14703886/REKHA PILLAI/ICIC0272108/32189637871818,2380.00,,3674880.89
04/08/2023,05/08/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,2500.00,3677380.89
05/08/2023,05/08/2023,UPI/DR/659549686429/CHANDAN SHARMA/ICIC0272108/chandan18@oksbi,49.00,,3677331.89
05/08/2023,05/08/2023,NEFT/370132321513/SUSHMA RAO/ICIC0272108/16820263222889,7800.00,,3669531.89
05/08/2023,05/08/2023,UPI/DR/9440181058/LALITHA DEVI/ICIC0272108/lalitha637@okaxis,1680.00,,3667851.89
06/08/2023,07/08/2023,UPI/DR/10799145/LAKSHMI VENKAT/ICIC0272108/lakshmi992@okaxis,449.00,,3667402.89
06/08/2023,07/08/2023,CHQ NO 257870 CLEARING,999.00,,3666403.89
06/08/2023,06/08/2023,NEFT/9069382803/VENKAT RAO/ICIC0272108/12700311456628,,2500.00,3668903.89
06/08/2023,06/08/2023,UPI/DR/578080588347/FARHAN KHAN/ICIC0272108/farhan254@ybl,449.00,,3668454.89
07/08/2023,07/08/2023,UPI/DR/16060589/RAMESH PILLAI/ICIC0272108/ramesh696@okhdfc,2380.00,,3666074.89
08/08/2023,08/08/2023,ATM/WDL/17460292/CANARA ATM MYSURU,120.00,,3665954.89
08/08/2023,08/08/2023,NEFT/9719350689/DEEPAK JOSHI/ICIC0272108/06863187407186,449.00,,3665505.89
09/08/2023,09/08/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,3666355.89
09/08/2023,09/08/2023,ATM/WDL/2888670941/CANARA ATM MYSURU,1250.00,,3665105.89
09/08/2023,10/08/2023,UPI/DR/87702783/DEEPAK JOSHI/ICIC0272108/deepak984@okaxis,310.00,,3664795.89
10/08/2023,10/08/2023,UPI/DR/489802062096/BABU LAL/ICIC0272108/babu648@okhdfc,3499.00,,3661296.89
10/08/2023,11/08/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,3685296.89
10/08/2023,10/08/2023,UPI/CR/90449333/SUNIL YADAV/ICIC0272108/sunil232@okaxis,,32000.00,3717296.89
10/08/2023,10/08/2023,UPI/DR/42814584/ROHIT SHARMA/ICIC0272108/rohit365@ybl,310.00,,3716986.89
11/08/2023,11/08/2023,UPI/DR/8423252575/SUNIL YADAV/ICIC0272108/sunil308@oksbi,120.00,,3716866.89
11/08/2023,12/08/2023,UPI/DR/964337307407/PADMA RAO/ICIC0272108/padma607@oksbi,850.00,,3716016.89
11/08/2023,11/08/2023,CHQ NO 021241 CLEARING,3499.00,,3712517.89
11/08/2023,12/08/2023,UPI/DR/4516493010/KARTHIK MENON/ICIC0272108/karthik983@ybl,249.00,,3712268.89
11/08/2023,11/08/2023,NEFT/279743770872/MOHAMMED IRFAN/ICIC0272108/97910946952690,999.00,,3711269.89
13/08/2023,13/08/2023,CHQ NO 116277 CLEARING,699.00,,3710570.89
13/08/2023,14/08/2023,NEFT/33443979/AYESHA KHAN/ICIC0272108/06714176195697,,2500.00,3713070.89
14/08/2023,14/08/2023,UPI/DR/9409535107/DEEPA NAIR/ICIC0272108/deepa29@okhdfc,3499.00,,3709571.89
14/08/2023,14/08/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,4800.00,3714371.89
14/08/2023,15/08/2023,UPI/DR/5130054370/RAVI KUMAR SHARMA/ICIC0272108/ravi781@ybl,449.00,,3713922.89
15/08/2023,15/08/2023,ATM/WDL/728795471271/HDFC ATM KORAMANGALA,79.00,,3713843.89
15/08/2023,16/08/2023,UPI/DR/341737213241/RAJESH VERMA/ICIC0272108/rajesh746@okhdfc,2380.00,,3711463.89
15/08/2023,15/08/2023,UPI/DR/8082964401/RAHUL SINGH/ICIC0272108/rahul794@okaxis,249.00,,3711214.89
16/08/2023,16/08/2023,ATM/WDL/64501080/SBI ATM JAYANAGAR BLR,1680.00,,3709534.89
16/08/2023,17/08/2023,NEFT/6339480644/BABU LAL/ICIC0272108/80179518700793,,2500.00,3712034.89
16/08/2023,16/08/2023,UPI/DR/4835178635/NADIA HUSSAIN/ICIC0272108/nadia303@ybl,49.00,,3711985.89
16/08/2023,16/08/2023,NEFT/048432816520/NIKHIL GUPTA/ICIC0272108/50466741793651,5200.00,,3706785.89
17/08/2023,17/08/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,4800.00,3711585.89
18/08/2023,18/08/2023,UPI/DR/90750427/NAVEEN KUMAR/ICIC0272108/naveen674@paytm,850.00,,3710735.89
18/08/2023,18/08/2023,ATM/WDL/8166588686/SBI ATM JAYANAGAR BLR,999.00,,3709736.89
18/08/2023,18/08/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,3728236.89
19/08/2023,19/08/2023,NEFT/235501225842/VINAY PATIL/ICIC0272108/91886231403324,2380.00,,3725856.89
19/08/2023,19/08/2023,UPI/DR/5745895460/GEETA DEVI/ICIC0272108/geeta716@ybl,999.00,,3724857.89
19/08/2023,19/08/2023,CHQ NO 090521 CLEARING,999.00,,3723858.89
20/08/2023,20/08/2023,UPI/CR/133456842912/GOPAL VERMA/ICIC0272108/gopal821@ybl,,24000.00,3747858.89
20/08/2023,20/08/2023,UPI/DR/5972140827/GOPAL VERMA/ICIC0272108/gopal28@paytm,249.00,,3747609.89
20/08/2023,20/08/2023,UPI/DR/100627453309/MEERA PILLAI/ICIC0272108/meera406@okhdfc,249.00,,3747360.89
21/08/2023,21/08/2023,NEFT/2683271540/KARTHIK MENON/ICIC0272108/70218301888926,,7600.00,3754960.89
21/08/2023,21/08/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,3766160.89
21/08/2023,21/08/2023,IMPS/P2P/668408129808/HARISH MENON/7664973084,,18500.00,3784660.89
21/08/2023,21/08/2023,CHQ NO 678077 CLEARING,1680.00,,3782980.89
22/08/2023,22/08/2023,UPI/DR/6933510729/AYESHA KHAN/ICIC0272108/ayesha377@oksbi,1680.00,,3781300.89
22/08/2023,22/08/2023,NEFT/609509241276/SUNITA DEVI/ICIC0272108/42907356573091,,18500.00,3799800.89
22/08/2023,22/08/2023,CHQ NO 077747 CLEARING,699.00,,3799101.89
22/08/2023,22/08/2023,UPI/DR/598954152947/LALITHA DEVI/ICIC0272108/lalitha325@okaxis,120.00,,3798981.89
22/08/2023,22/08/2023,CHQ NO 965812 CLEARING,79.00,,3798902.89
22/08/2023,23/08/2023,UPI/DR/8548192005/ARCHANA PILLAI/ICIC0272108/archana153@oksbi,120.00,,3798782.89
22/08/2023,23/08/2023,IMPS/P2P/580123440192/SANJANA HEGDE/9005343107,,500.00,3799282.89
23/08/2023,23/08/2023,IMPS/P2P/7410888565/VIKRAM NAIR/9113435905,,500.00,3799782.89
23/08/2023,23/08/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,3800632.89
23/08/2023,23/08/2023,NEFT/0225135130/POOJA SHARMA/ICIC0272108/36146934300785,,2500.00,3803132.89
23/08/2023,23/08/2023,UPI/DR/023614368983/LALITHA DEVI/ICIC0272108/lalitha746@oksbi,5200.00,,3797932.89
23/08/2023,23/08/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,3798782.89
24/08/2023,25/08/2023,UPI/DR/84013474/PADMA RAO/ICIC0272108/padma885@oksbi,850.00,,3797932.89
24/08/2023,24/08/2023,IMPS/P2P/974801615165/KAVITHA RAO/7735206543,,18500.00,3816432.89
24/08/2023,24/08/2023,NEFT/24702296/MEERA PILLAI/ICIC0272108/49094286827927,310.00,,3816122.89
25/08/2023,26/08/2023,NEFT/63661693/KAVERI MENON/ICIC0272108/68385528113901,1250.00,,3814872.89
25/08/2023,25/08/2023,UPI/DR/896713343937/MEENA IYER/ICIC0272108/meena410@okhdfc,1250.00,,3813622.89
25/08/2023,25/08/2023,ATM/WDL/7892992930/SBI ATM JAYANAGAR BLR,1680.00,,3811942.89
25/08/2023,25/08/2023,UPI/DR/55112527/SUSHMA RAO/ICIC0272108/sushma310@okhdfc,79.00,,3811863.89
26/08/2023,26/08/2023,UPI/DR/263574602359/RAMESH PILLAI/ICIC0272108/ramesh971@ybl,699.00,,3811164.89
27/08/2023,27/08/2023,ATM/WDL/796234464638/CANARA ATM MYSURU,2380.00,,3808784.89
27/08/2023,28/08/2023,ATM/WDL/141459739613/CANARA ATM MYSURU,5200.00,,3803584.89
27/08/2023,28/08/2023,NEFT/9913023703/DEEPA NAIR/ICIC0272108/97654486740065,310.00,,3803274.89
28/08/2023,29/08/2023,CHQ NO 498973 CLEARING,2380.00,,3800894.89
28/08/2023,28/08/2023,ATM/WDL/03272991/HDFC ATM KORAMANGALA,449.00,,3800445.89
28/08/2023,28/08/2023,IMPS/P2P/972515769560/SUNITA DEVI/8922981291,,500.00,3800945.89
28/08/2023,28/08/2023,UPI/CR/747695572272/KAVERI MENON/ICIC0272108/kaveri590@oksbi,,11200.00,3812145.89
29/08/2023,29/08/2023,ATM/WDL/5939819692/HDFC ATM KORAMANGALA,2380.00,,3809765.89
29/08/2023,29/08/2023,CHQ NO 120164 CLEARING,49.00,,3809716.89
29/08/2023,29/08/2023,UPI/DR/14797273/ARJUN MEHTA/ICIC0272108/arjun327@paytm,1250.00,,3808466.89
29/08/2023,29/08/2023,NEFT/034578401199/ANITHA KRISHNAN/ICIC0272108/53345678218349,,4800.00,3813266.89
30/08/2023,30/08/2023,UPI/DR/48818559/VINAY PATIL/ICIC0272108/vinay478@paytm,999.00,,3812267.89
30/08/2023,30/08/2023,CHQ NO 205268 CLEARING,999.00,,3811268.89
30/08/2023,30/08/2023,ATM/WDL/04737417/CANARA ATM MYSURU,5200.00,,3806068.89
30/08/2023,30/08/2023,UPI/DR/2050927577/KIRAN REDDY/ICIC0272108/kiran18@ybl,1680.00,,3804388.89
31/08/2023,31/08/2023,UPI/DR/2640041166/DEEPAK JOSHI/ICIC0272108/deepak928@ybl,1250.00,,3803138.89
31/08/2023,01/09/2023,UPI/DR/3395530931/ARCHANA PILLAI/ICIC0272108/archana94@oksbi,1680.00,,3801458.89
31/08/2023,31/08/2023,IMPS/P2P/767824811084/DEEPAK JOSHI/7146512850,,4800.00,3806258.89
31/08/2023,01/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,3824758.89
01/09/2023,01/09/2023,NEFT/985990373095/SURESH NAIR/ICIC0272108/51310051637980,,1200.00,3825958.89
01/09/2023,01/09/2023,NEFT/366372133209/RAHUL SINGH/ICIC0272108/19604612844787,310.00,,3825648.89
01/09/2023,01/09/2023,UPI/DR/57638718/ARUN SHARMA/ICIC0272108/arun569@ybl,7800.00,,3817848.89
01/09/2023,02/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,3829048.89
01/09/2023,01/09/2023,UPI/DR/13559519/SANTOSH KUMAR/ICIC0272108/santosh499@oksbi,3499.00,,3825549.89
01/09/2023,01/09/2023,NEFT/65053266/RAMESH GOWDA/ICIC0272108/95037550900977,,24000.00,3849549.89
01/09/2023,01/09/2023,NEFT/78499757/PREETHI IYER/ICIC0272108/27178029053926,49.00,,3849500.89
02/09/2023,02/09/2023,ATM/WDL/4147094021/CANARA ATM MYSURU,49.00,,3849451.89
03/09/2023,03/09/2023,UPI/DR/23307381/RAMESH GOWDA/ICIC0272108/ramesh718@okhdfc,2380.00,,3847071.89
03/09/2023,03/09/2023,UPI/DR/79095271/REKHA PILLAI/ICIC0272108/rekha895@oksbi,310.00,,3846761.89
03/09/2023,03/09/2023,UPI/CR/5870079151/ARUN SHARMA/ICIC0272108/arun438@okhdfc,,2500.00,3849261.89
03/09/2023,03/09/2023,CHQ NO 540559 CLEARING,3499.00,,3845762.89
03/09/2023,04/09/2023,UPI/CR/189252153931/SUSHMA RAO/ICIC0272108/sushma765@ybl,,7600.00,3853362.89
04/09/2023,05/09/2023,UPI/DR/43418063/SNEHA PATIL/ICIC0272108/sneha107@okhdfc,310.00,,3853052.89
04/09/2023,04/09/2023,UPI/DR/7972470503/BABU LAL/ICIC0272108/babu627@oksbi,449.00,,3852603.89
04/09/2023,04/09/2023,UPI/DR/50843103/SNEHA PATIL/ICIC0272108/sneha152@okaxis,2380.00,,3850223.89
04/09/2023,04/09/2023,UPI/DR/97693532/SUNIL YADAV/ICIC0272108/sunil712@okhdfc,850.00,,3849373.89
04/09/2023,04/09/2023,NEFT/65082705/DIVYA MENON/ICIC0272108/55430020267027,,32000.00,3881373.89
05/09/2023,05/09/2023,UPI/DR/7064135955/BINDHU NAIR/ICIC0272108/bindhu894@oksbi,49.00,,3881324.89
05/09/2023,05/09/2023,NEFT/155103749683/LATHA MURTHY/ICIC0272108/33853919900769,,850.00,3882174.89
06/09/2023,07/09/2023,CHQ NO 149197 CLEARING,79.00,,3882095.89
06/09/2023,06/09/2023,ATM/WDL/52902753/SBI ATM JAYANAGAR BLR,249.00,,3881846.89
06/09/2023,06/09/2023,UPI/DR/9928466187/FATIMA SHEIKH/ICIC0272108/fatima258@okhdfc,1250.00,,3880596.89
06/09/2023,06/09/2023,NEFT/50840415/SANTOSH KUMAR/ICIC0272108/76914737211197,999.00,,3879597.89
08/09/2023,09/09/2023,IMPS/P2P/3325435861/RAJESH VERMA/8721234403,,18500.00,3898097.89
08/09/2023,08/09/2023,ATM/WDL/64072039/HDFC ATM KORAMANGALA,1680.00,,3896417.89
08/09/2023,08/09/2023,UPI/DR/8039199591/NADIA HUSSAIN/ICIC0272108/nadia332@okhdfc,7800.00,,3888617.89
08/09/2023,08/09/2023,UPI/DR/700050597670/MALLIKA DAS/ICIC0272108/mallika738@oksbi,1250.00,,3887367.89
08/09/2023,08/09/2023,IMPS/P2P/7136843036/RANJIT SINGH/9834992526,,24000.00,3911367.89
09/09/2023,09/09/2023,ATM/WDL/62490101/HDFC ATM KORAMANGALA,2380.00,,3908987.89
09/09/2023,09/09/2023,CHQ NO 217725 CLEARING,999.00,,3907988.89
09/09/2023,10/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,500.00,3908488.89
09/09/2023,10/09/2023,IMPS/P2P/67431827/KIRAN REDDY/8361791852,,32000.00,3940488.89
10/09/2023,10/09/2023,NEFT/069883383504/SANJANA HEGDE/ICIC0272108/16540802708938,310.00,,3940178.89
10/09/2023,10/09/2023,IMPS/P2P/379532868555/SUNITA DEVI/9515603874,,24000.00,3964178.89
10/09/2023,11/09/2023,UPI/DR/30903105/SAVITHA DEVI/ICIC0272108/savitha681@oksbi,850.00,,3963328.89
10/09/2023,11/09/2023,UPI/DR/520791939484/TANVI RAO/ICIC0272108/tanvi951@oksbi,310.00,,3963018.89
10/09/2023,11/09/2023,UPI/DR/0933005268/DEEPA NAIR/ICIC0272108/deepa740@oksbi,49.00,,3962969.89
10/09/2023,10/09/2023,UPI/DR/572976687692/SMITHA PILLAI/ICIC0272108/smitha578@okhdfc,7800.00,,3955169.89
11/09/2023,11/09/2023,UPI/DR/582470231603/ARCHANA PILLAI/ICIC0272108/archana664@oksbi,5200.00,,3949969.89
11/09/2023,11/09/2023,NEFT/4055360853/USHA RANI/ICIC0272108/24908165041589,699.00,,3949270.89
12/09/2023,12/09/2023,UPI/DR/062207757601/IMRAN KHAN/ICIC0272108/imran542@ybl,79.00,,3949191.89
12/09/2023,13/09/2023,NEFT/05764104/GEETA DEVI/ICIC0272108/16062922944101,310.00,,3948881.89
12/09/2023,13/09/2023,CHQ NO 545403 CLEARING,1680.00,,3947201.89
12/09/2023,12/09/2023,ATM/WDL/005244719992/HDFC ATM KORAMANGALA,999.00,,3946202.89
12/09/2023,12/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,7600.00,3953802.89
12/09/2023,13/09/2023,UPI/DR/23839610/NAVEEN KUMAR/ICIC0272108/naveen606@ybl,449.00,,3953353.89
13/09/2023,13/09/2023,IMPS/P2P/36724641/PREETHI IYER/9573678185,,4800.00,3958153.89
13/09/2023,13/09/2023,UPI/CR/295049345016/SURESH NAIR/ICIC0272108/suresh568@okaxis,,11200.00,3969353.89
13/09/2023,13/09/2023,NEFT/741397738157/KAVERI MENON/ICIC0272108/72898771129843,3499.00,,3965854.89
14/09/2023,14/09/2023,NEFT/658411598383/HARISH MENON/ICIC0272108/13192049402683,699.00,,3965155.89
14/09/2023,15/09/2023,IMPS/P2P/6213345420/NIKHIL GUPTA/9987982722,,2500.00,3967655.89
15/09/2023,15/09/2023,UPI/DR/09493848/BINDHU NAIR/ICIC0272108/bindhu468@paytm,999.00,,3966656.89
15/09/2023,15/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,3990656.89
15/09/2023,15/09/2023,ATM/WDL/67127394/CANARA ATM MYSURU,699.00,,3989957.89
16/09/2023,16/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,4013957.89
17/09/2023,17/09/2023,NEFT/85899610/SUNITA DEVI/ICIC0272108/75036267052930,3499.00,,4010458.89
17/09/2023,17/09/2023,NEFT/7045113667/KAVITHA RAO/ICIC0272108/17923766861376,449.00,,4010009.89
17/09/2023,17/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,4034009.89
17/09/2023,17/09/2023,IMPS/P2P/0755672767/IMRAN KHAN/7408313694,,850.00,4034859.89
18/09/2023,19/09/2023,UPI/DR/43029644/NADIA HUSSAIN/ICIC0272108/nadia14@paytm,7800.00,,4027059.89
18/09/2023,18/09/2023,UPI/DR/79322922/SURESH BABU/ICIC0272108/suresh635@okhdfc,449.00,,4026610.89
18/09/2023,18/09/2023,UPI/DR/43675666/SURESH NAIR/ICIC0272108/suresh102@paytm,120.00,,4026490.89
18/09/2023,19/09/2023,IMPS/P2P/246029684970/HARISH MENON/7057694997,,500.00,4026990.89
18/09/2023,18/09/2023,NEFT/427190176045/LAKSHMI VENKAT/ICIC0272108/89291977565698,,1200.00,4028190.89
19/09/2023,19/09/2023,CHQ NO 738018 CLEARING,49.00,,4028141.89
19/09/2023,19/09/2023,ATM/WDL/554541921099/SBI ATM JAYANAGAR BLR,120.00,,4028021.89
19/09/2023,20/09/2023,UPI/CR/423658089420/SUSHMA RAO/ICIC0272108/sushma556@okaxis,,2500.00,4030521.89
19/09/2023,19/09/2023,IMPS/P2P/677250608249/BABU LAL/7910356730,,2500.00,4033021.89
20/09/2023,20/09/2023,ATM/WDL/5615114198/CANARA ATM MYSURU,1680.00,,4031341.89
20/09/2023,20/09/2023,UPI/DR/020100975482/PRAKASH RAO/ICIC0272108/prakash243@ybl,1680.00,,4029661.89
20/09/2023,20/09/2023,CHQ NO 556287 CLEARING,449.00,,4029212.89
21/09/2023,21/09/2023,NEFT/41756170/AYESHA KHAN/ICIC0272108/99382057318700,249.00,,4028963.89
21/09/2023,21/09/2023,NEFT/219755478242/LAKSHMI VENKAT/ICIC0272108/76321472173316,,24000.00,4052963.89
21/09/2023,21/09/2023,UPI/DR/118087050909/CHANDAN SHARMA/ICIC0272108/chandan381@oksbi,79.00,,4052884.89
21/09/2023,21/09/2023,ATM/WDL/949224901676/HDFC ATM KORAMANGALA,79.00,,4052805.89
21/09/2023,21/09/2023,IMPS/P2P/584563887847/PREETHI IYER/9177047415,,500.00,4053305.89
22/09/2023,22/09/2023,UPI/DR/384267148303/GEETA DEVI/ICIC0272108/geeta88@oksbi,310.00,,4052995.89
22/09/2023,22/09/2023,UPI/CR/1591894030/MOHAN DAS/ICIC0272108/mohan734@okaxis,,32000.00,4084995.89
23/09/2023,23/09/2023,NEFT/22606481/SANTOSH KUMAR/ICIC0272108/26523893055484,,24000.00,4108995.89
23/09/2023,23/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,4110195.89
23/09/2023,23/09/2023,IMPS/P2P/3381796841/SURESH BABU/9574237272,,2500.00,4112695.89
23/09/2023,23/09/2023,UPI/DR/2054888769/RAVI KUMAR SHARMA/ICIC0272108/ravi342@paytm,79.00,,4112616.89
23/09/2023,24/09/2023,NEFT/7215568480/SANJANA HEGDE/ICIC0272108/01729377534894,2380.00,,4110236.89
24/09/2023,24/09/2023,ATM/WDL/816523176095/SBI ATM JAYANAGAR BLR,49.00,,4110187.89
24/09/2023,24/09/2023,UPI/CR/9467295651/KAVERI MENON/ICIC0272108/kaveri990@okaxis,,4800.00,4114987.89
24/09/2023,24/09/2023,UPI/DR/966648194945/MALLIKA DAS/ICIC0272108/mallika597@ybl,249.00,,4114738.89
25/09/2023,25/09/2023,UPI/DR/11998758/DEEPAK JOSHI/ICIC0272108/deepak554@oksbi,850.00,,4113888.89
25/09/2023,26/09/2023,ATM/WDL/17488374/SBI ATM JAYANAGAR BLR,3499.00,,4110389.89
26/09/2023,26/09/2023,NEFT/592104157661/VIKRAM NAIR/ICIC0272108/39028033602857,79.00,,4110310.89
26/09/2023,26/09/2023,CHQ NO 929817 CLEARING,2380.00,,4107930.89
27/09/2023,27/09/2023,UPI/DR/47690755/SUNIL YADAV/ICIC0272108/sunil476@paytm,999.00,,4106931.89
27/09/2023,27/09/2023,NEFT/17469701/PREETHI IYER/ICIC0272108/47337703892167,,18500.00,4125431.89
27/09/2023,27/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,4149431.89
27/09/2023,28/09/2023,UPI/CR/51163733/NILESH KULKARNI/ICIC0272108/nilesh869@ybl,,7600.00,4157031.89
27/09/2023,28/09/2023,NEFT/65853805/HARISH MENON/ICIC0272108/72163391275046,1250.00,,4155781.89
28/09/2023,29/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,4174281.89
28/09/2023,29/09/2023,UPI/CR/073001218738/KIRAN REDDY/ICIC0272108/kiran806@paytm,,850.00,4175131.89
28/09/2023,28/09/2023,NEFT/8409285687/RAVI KUMAR SHARMA/ICIC0272108/52040518908645,449.00,,4174682.89
29/09/2023,29/09/2023,UPI/CR/9436033924/SURESH NAIR/ICIC0272108/suresh880@okhdfc,,7600.00,4182282.89
29/09/2023,29/09/2023,IMPS/P2P/73167876/BINDHU NAIR/7776813006,,2500.00,4184782.89
29/09/2023,30/09/2023,UPI/DR/49270089/DEEPAK JOSHI/ICIC0272108/deepak264@oksbi,5200.00,,4179582.89
29/09/2023,29/09/2023,ATM/WDL/230386928964/HDFC ATM KORAMANGALA,310.00,,4179272.89
30/09/2023,01/10/2023,NEFT/3230670757/ANAND KUMAR/ICIC0272108/55362036798883,49.00,,4179223.89
30/09/2023,01/10/2023,UPI/DR/23169317/GANESH KUMAR/ICIC0272108/ganesh578@ybl,1250.00,,4177973.89
30/09/2023,30/09/2023,IMPS/P2P/91413363/GANESH KUMAR/8459979056,,850.00,4178823.89
30/09/2023,30/09/2023,UPI/DR/585235420566/ARUN SHARMA/ICIC0272108/arun679@ybl,7800.00,,4171023.89
01/10/2023,02/10/2023,UPI/CR/2698704223/MALLIKA DAS/ICIC0272108/mallika808@ybl,,4800.00,4175823.89
01/10/2023,01/10/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,4199823.89
02/10/2023,03/10/2023,ATM/WDL/84737521/CANARA ATM MYSURU,999.00,,4198824.89
02/10/2023,02/10/2023,IMPS/P2P/189419100400/SUNIL YADAV/9956291480,,4800.00,4203624.89
03/10/2023,03/10/2023,UPI/DR/76382565/SUNIL YADAV/ICIC0272108/sunil114@oksbi,2380.00,,4201244.89
