Txn Date,Value Date,Description,Ref No./Cheque No.,Debit,Credit,Balance
03/09/2023,03/09/2023,IMPS/P2P/7065205456/NIKHIL GUPTA/9638542725,TXN0260171,,11200.00,6305901.00
03/09/2023,03/09/2023,NEFT/45807217/VIKRAM NAIR/SBIN0684317/06341331115498,TXN0260172,,4800.00,6310701.00
04/09/2023,04/09/2023,CHQ NO 450052 CLEARING,TXN0260173,120.00,,6310581.00
04/09/2023,05/09/2023,UPI/CR/489165497624/RAMESH GOWDA/SBIN0684317/ramesh224@okaxis,TXN0260174,,2500.00,6313081.00
04/09/2023,04/09/2023,UPI/CR/81266208/ARCHANA PILLAI/SBIN0684317/archana870@ybl,TXN0260175,,850.00,6313931.00
04/09/2023,04/09/2023,UPI/DR/29573387/KAVITHA RAO/SBIN0684317/kavitha421@paytm,TXN0260176,249.00,,6313682.00
04/09/2023,04/09/2023,NEFT/69603093/SUNITA DEVI/SBIN0684317/73838374042180,TXN0260177,2380.00,,6311302.00
04/09/2023,04/09/2023,UPI/CR/2531135841/LALITHA DEVI/SBIN0684317/lalitha726@paytm,TXN0260178,,11200.00,6322502.00
04/09/2023,04/09/2023,NEFT/7997332006/LATHA MURTHY/SBIN0684317/68204277034063,TXN0260179,249.00,,6322253.00
04/09/2023,04/09/2023,ATM/WDL/216952688664/HDFC ATM KORAMANGALA,TXN0260180,120.00,,6322133.00
04/09/2023,04/09/2023,UPI/DR/0128014482/ARJUN MEHTA/SBIN0684317/arjun516@paytm,TXN0260181,49.00,,6322084.00
04/09/2023,04/09/2023,UPI/DR/7353710318/SUSHMA RAO/SBIN0684317/sushma266@okhdfc,TXN0260182,5200.00,,6316884.00
05/09/2023,06/09/2023,NEFT/324056561594/SUNIL YADAV/SBIN0684317/24756849172621,TXN0260183,5200.00,,6311684.00
05/09/2023,05/09/2023,UPI/DR/216221768789/ANAND KUMAR/SBIN0684317/anand524@ybl,TXN0260184,3499.00,,6308185.00
05/09/2023,05/09/2023,NEFT/116813308862/PADMA RAO/SBIN0684317/75948343130225,TXN0260185,1250.00,,6306935.00
05/09/2023,05/09/2023,NEFT/9143690358/SHEELA DEVI/SBIN0684317/93894757042668,TXN0260186,79.00,,6306856.00
06/09/2023,06/09/2023,IMPS/P2P/6979186549/MOHAMMED IRFAN/8442476366,TXN0260187,,2500.00,6309356.00
06/09/2023,07/09/2023,UPI/DR/1546068233/KAVERI MENON/SBIN0684317/kaveri103@paytm,TXN0260188,49.00,,6309307.00
07/09/2023,07/09/2023,UPI/DR/23030117/SURESH NAIR/SBIN0684317/suresh700@paytm,TXN0260189,999.00,,6308308.00
07/09/2023,08/09/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0260190,,850.00,6309158.00
07/09/2023,07/09/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0260191,,24000.00,6333158.00
07/09/2023,08/09/2023,ATM/WDL/7328492972/SBI ATM JAYANAGAR BLR,TXN0260192,449.00,,6332709.00
07/09/2023,07/09/2023,UPI/DR/056643450580/SUNIL YADAV/SBIN0684317/sunil518@oksbi,TXN0260193,699.00,,6332010.00
08/09/2023,08/09/2023,NEFT/42597280/MEENA IYER/SBIN0684317/76453114277858,TXN0260194,,850.00,6332860.00
08/09/2023,08/09/2023,UPI/DR/48950583/DEEPAK JOSHI/SBIN0684317/deepak492@okaxis,TXN0260195,7800.00,,6325060.00
08/09/2023,08/09/2023,NEFT/083641210207/VINAY PATIL/SBIN0684317/80934148830394,TXN0260196,49.00,,6325011.00
08/09/2023,08/09/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0260197,,4800.00,6329811.00
09/09/2023,09/09/2023,NEFT/96878973/FATIMA SHEIKH/SBIN0684317/43398185375469,TXN0260198,79.00,,6329732.00
09/09/2023,09/09/2023,UPI/DR/852937430140/MEERA PILLAI/SBIN0684317/meera647@okhdfc,TXN0260199,249.00,,6329483.00
09/09/2023,10/09/2023,UPI/DR/3976434880/BINDHU NAIR/SBIN0684317/bindhu217@ybl,TXN0260200,249.00,,6329234.00
09/09/2023,09/09/2023,UPI/DR/3484679118/KAVYA REDDY/SBIN0684317/kavya792@paytm,TXN0260201,850.00,,6328384.00
09/09/2023,09/09/2023,UPI/DR/5709186822/KIRAN REDDY/SBIN0684317/kiran601@okaxis,TXN0260202,1680.00,,6326704.00
09/09/2023,09/09/2023,UPI/CR/45831380/MEENA IYER/SBIN0684317/meena438@paytm,TXN0260203,,11200.00,6337904.00
09/09/2023,09/09/2023,NEFT/9999436843/SNEHA PATIL/SBIN0684317/69912828962090,TXN0260204,3499.00,,6334405.00
10/09/2023,10/09/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0260205,,18500.00,6352905.00
10/09/2023,11/09/2023,UPI/DR/498808730343/SNEHA PATIL/SBIN0684317/sneha259@paytm,TXN0260206,5200.00,,6347705.00
10/09/2023,10/09/2023,ATM/WDL/766865404669/SBI ATM JAYANAGAR BLR,TXN0260207,1680.00,,6346025.00
10/09/2023,11/09/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0260208,,1200.00,6347225.00
10/09/2023,10/09/2023,UPI/DR/1990628874/DIVYA MENON/SBIN0684317/divya165@paytm,TXN0260209,1680.00,,6345545.00
10/09/2023,11/09/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0260210,,32000.00,6377545.00
11/09/2023,11/09/2023,NEFT/87784969/ADITYA KUMAR/SBIN0684317/14463601888509,TXN0260211,,24000.00,6401545.00
11/09/2023,11/09/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0260212,,11200.00,6412745.00
11/09/2023,12/09/2023,UPI/CR/450795825151/TARA SINGH/SBIN0684317/tara823@paytm,TXN0260213,,500.00,6413245.00
11/09/2023,12/09/2023,CHQ NO 380518 CLEARING,TXN0260214,2380.00,,6410865.00
11/09/2023,11/09/2023,IMPS/P2P/2101824087/GANESH KUMAR/9538173648,TXN0260215,,11200.00,6422065.00
11/09/2023,11/09/2023,UPI/DR/239769213975/FATIMA SHEIKH/SBIN0684317/fatima636@okhdfc,TXN0260216,79.00,,6421986.00
12/09/2023,12/09/2023,UPI/CR/7841532886/KAVITHA RAO/SBIN0684317/kavitha138@oksbi,TXN0260217,,18500.00,6440486.00
12/09/2023,12/09/2023,UPI/CR/5694848989/AYESHA KHAN/SBIN0684317/ayesha985@okaxis,TXN0260218,,850.00,6441336.00
12/09/2023,12/09/2023,CHQ NO 353676 CLEARING,TXN0260219,449.00,,6440887.00
12/09/2023,12/09/2023,ATM/WDL/294791880151/SBI ATM JAYANAGAR BLR,TXN0260220,49.00,,6440838.00
12/09/2023,13/09/2023,UPI/DR/9448686816/CHANDAN SHARMA/SBIN0684317/chandan489@oksbi,TXN0260221,7800.00,,6433038.00
12/09/2023,13/09/2023,ATM/WDL/3141301532/CANARA ATM MYSURU,TXN0260222,5200.00,,6427838.00
12/09/2023,12/09/2023,UPI/CR/689789105273/ANAND KUMAR/SBIN0684317/anand853@okhdfc,TXN0260223,,4800.00,6432638.00
13/09/2023,13/09/2023,NEFT/2535509246/ARCHANA PILLAI/SBIN0684317/11100498843051,TXN0260224,850.00,,6431788.00
13/09/2023,14/09/2023,ATM/WDL/3532279018/CANARA ATM MYSURU,TXN0260225,3499.00,,6428289.00
13/09/2023,13/09/2023,NEFT/1335397977/KAVERI MENON/SBIN0684317/81936987997458,TXN0260226,,850.00,6429139.00
14/09/2023,14/09/2023,IMPS/P2P/51408240/KAVYA REDDY/7429309494,TXN0260227,,1200.00,6430339.00
14/09/2023,14/09/2023,UPI/DR/5558899023/RAJENDRA PRASAD/SBIN0684317/rajendra390@ybl,TXN0260228,2380.00,,6427959.00
14/09/2023,14/09/2023,UPI/DR/859276740971/VIKRAM NAIR/SBIN0684317/vikram800@okaxis,TXN0260229,449.00,,6427510.00
14/09/2023,14/09/2023,UPI/CR/67664849/GOPAL VERMA/SBIN0684317/gopal328@paytm,TXN0260230,,4800.00,6432310.00
14/09/2023,14/09/2023,UPI/DR/6712554048/KAVITHA RAO/SBIN0684317/kavitha104@oksbi,TXN0260231,850.00,,6431460.00
14/09/2023,14/09/2023,IMPS/P2P/6702716502/AYESHA KHAN/8100391804,TXN0260232,,11200.00,6442660.00
15/09/2023,15/09/2023,CHQ NO 449742 CLEARING,TXN0260233,2380.00,,6440280.00
15/09/2023,16/09/2023,NEFT/7592731489/LAKSHMI VENKAT/SBIN0684317/56673029820896,TXN0260234,,1200.00,6441480.00
15/09/2023,15/09/2023,IMPS/P2P/5119909901/GOPAL VERMA/9081036933,TXN0260235,,1200.00,6442680.00
15/09/2023,15/09/2023,UPI/CR/132543095788/REKHA PILLAI/SBIN0684317/rekha307@ybl,TXN0260236,,1200.00,6443880.00
15/09/2023,15/09/2023,UPI/DR/5900110726/ADITYA KUMAR/SBIN0684317/aditya377@paytm,TXN0260237,3499.00,,6440381.00
15/09/2023,15/09/2023,IMPS/P2P/4022730826/ROHIT SHARMA/7353962576,TXN0260238,,1200.00,6441581.00
15/09/2023,16/09/2023,UPI/DR/85486546/ANITHA KRISHNAN/SBIN0684317/anitha499@okaxis,TXN0260239,999.00,,6440582.00
16/09/2023,16/09/2023,UPI/DR/13507519/RAMESH PILLAI/SBIN0684317/ramesh308@paytm,TXN0260240,1250.00,,6439332.00
16/09/2023,16/09/2023,UPI/DR/110619794325/KARTHIK MENON/SBIN0684317/karthik147@okhdfc,TXN0260241,49.00,,6439283.00
16/09/2023,16/09/2023,NEFT/76953498/KAVITHA RAO/SBIN0684317/42042657232596,TXN0260242,249.00,,6439034.00
16/09/2023,16/09/2023,ATM/WDL/2995848273/SBI ATM JAYANAGAR BLR,TXN0260243,120.00,,6438914.00
16/09/2023,16/09/2023,CHQ NO 018293 CLEARING,TXN0260244,3499.00,,6435415.00
16/09/2023,16/09/2023,IMPS/P2P/49587317/PRIYA NAIR/8969416864,TXN0260245,,500.00,6435915.00
16/09/2023,17/09/2023,CHQ NO 678473 CLEARING,TXN0260246,5200.00,,6430715.00
16/09/2023,16/09/2023,ATM/WDL/32254450/CANARA ATM MYSURU,TXN0260247,49.00,,6430666.00
16/09/2023,16/09/2023,NEFT/062998561648/KARTHIK MENON/SBIN0684317/31711809992752,TXN0260248,310.00,,6430356.00
16/09/2023,17/09/2023,UPI/DR/41525273/BABU LAL/SBIN0684317/babu544@ybl,TXN0260249,79.00,,6430277.00
17/09/2023,17/09/2023,UPI/DR/0077016667/GOPAL VERMA/SBIN0684317/gopal485@paytm,TXN0260250,850.00,,6429427.00
17/09/2023,17/09/2023,IMPS/P2P/10666292/GOPAL VERMA/9041554332,TXN0260251,,32000.00,6461427.00
17/09/2023,18/09/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0260252,,500.00,6461927.00
18/09/2023,18/09/2023,IMPS/P2P/372533295801/RAHUL SINGH/9907739879,TXN0260253,,4800.00,6466727.00
18/09/2023,18/09/2023,NEFT/6386622598/RAVI KUMAR SHARMA/SBIN0684317/10498390779722,TXN0260254,,500.00,6467227.00
18/09/2023,18/09/2023,UPI/DR/8188068968/SANTOSH KUMAR/SBIN0684317/santosh269@okhdfc,TXN0260255,249.00,,6466978.00
18/09/2023,19/09/2023,UPI/DR/4680671835/KAVITHA RAO/SBIN0684317/kavitha723@paytm,TXN0260256,5200.00,,6461778.00
18/09/2023,18/09/2023,NEFT/25436865/NADIA HUSSAIN/SBIN0684317/92119982792379,TXN0260257,,11200.00,6472978.00
18/09/2023,18/09/2023,UPI/DR/144512573671/KAVITHA RAO/SBIN0684317/kavitha253@okaxis,TXN0260258,1250.00,,6471728.00
18/09/2023,19/09/2023,UPI/DR/60406212/PRIYA NAIR/SBIN0684317/priya114@oksbi,TXN0260259,7800.00,,6463928.00
18/09/2023,19/09/2023,UPI/DR/532004073424/MEENA IYER/SBIN0684317/meena667@okaxis,TXN0260260,850.00,,6463078.00
19/09/2023,19/09/2023,UPI/DR/989391935182/DEEPA NAIR/SBIN0684317/deepa706@ybl,TXN0260261,79.00,,6462999.00
19/09/2023,19/09/2023,UPI/DR/23107453/LALITHA DEVI/SBIN0684317/lalitha869@oksbi,TXN0260262,449.00,,6462550.00
20/09/2023,20/09/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0260263,,500.00,6463050.00
20/09/2023,20/09/2023,NEFT/9441537100/LALITHA DEVI/SBIN0684317/27983468336828,TXN0260264,,11200.00,6474250.00
20/09/2023,20/09/2023,UPI/CR/65062881/VINAY PATIL/SBIN0684317/vinay28@paytm,TXN0260265,,24000.00,6498250.00
20/09/2023,21/09/2023,UPI/DR/140753102312/MEERA PILLAI/SBIN0684317/meera559@okaxis,TXN0260266,120.00,,6498130.00
21/09/2023,21/09/2023,UPI/CR/8587893044/RAVI KUMAR SHARMA/SBIN0684317/ravi855@ybl,TXN0260267,,11200.00,6509330.00
21/09/2023,22/09/2023,ATM/WDL/954597769862/CANARA ATM MYSURU,TXN0260268,79.00,,6509251.00
21/09/2023,21/09/2023,CHQ NO 082050 CLEARING,TXN0260269,999.00,,6508252.00
21/09/2023,21/09/2023,UPI/DR/660877665643/CHANDAN SHARMA/SBIN0684317/chandan238@okhdfc,TXN0260270,49.00,,6508203.00
21/09/2023,21/09/2023,UPI/CR/0100430583/GOPAL VERMA/SBIN0684317/gopal896@paytm,TXN0260271,,18500.00,6526703.00
21/09/2023,21/09/2023,UPI/CR/435216418298/SMITHA PILLAI/SBIN0684317/smitha679@okhdfc,TXN0260272,,2500.00,6529203.00
22/09/2023,23/09/2023,CHQ NO 604262 CLEARING,TXN0260273,79.00,,6529124.00
22/09/2023,22/09/2023,NEFT/610126408331/SUNIL YADAV/SBIN0684317/45568316013854,TXN0260274,,24000.00,6553124.00
23/09/2023,24/09/2023,NEFT/682592824668/GEETA DEVI/SBIN0684317/83231923549930,TXN0260275,2380.00,,6550744.00
23/09/2023,23/09/2023,UPI/DR/481649188518/PRIYA NAIR/SBIN0684317/priya963@okaxis,TXN0260276,49.00,,6550695.00
23/09/2023,24/09/2023,NEFT/76614897/SURESH BABU/SBIN0684317/93713646785821,TXN0260277,,32000.00,6582695.00
23/09/2023,23/09/2023,CHQ NO 769114 CLEARING,TXN0260278,49.00,,6582646.00
24/09/2023,25/09/2023,UPI/DR/9128843260/IMRAN KHAN/SBIN0684317/imran829@paytm,TXN0260279,310.00,,6582336.00
24/09/2023,24/09/2023,NEFT/9078294629/KAVITHA RAO/SBIN0684317/61478794281740,TXN0260280,,18500.00,6600836.00
24/09/2023,25/09/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0260281,,1200.00,6602036.00
24/09/2023,24/09/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0260282,,11200.00,6613236.00
24/09/2023,24/09/2023,NEFT/2616262521/NIKHIL GUPTA/SBIN0684317/81812772422227,TXN0260283,49.00,,6613187.00
24/09/2023,24/09/2023,ATM/WDL/62506078/HDFC ATM KORAMANGALA,TXN0260284,120.00,,6613067.00
25/09/2023,25/09/2023,UPI/DR/56516968/PRIYA NAIR/SBIN0684317/priya607@ybl,TXN0260285,699.00,,6612368.00
25/09/2023,25/09/2023,UPI/DR/99439322/FATIMA SHEIKH/SBIN0684317/fatima92@oksbi,TXN0260286,2380.00,,6609988.00
25/09/2023,25/09/2023,NEFT/989807418027/ARCHANA PILLAI/SBIN0684317/09990504510121,TXN0260287,7800.00,,6602188.00
25/09/2023,25/09/2023,UPI/DR/757254028176/GEETA DEVI/SBIN0684317/geeta870@okhdfc,TXN0260288,699.00,,6601489.00
25/09/2023,25/09/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0260289,,32000.00,6633489.00
25/09/2023,25/09/2023,NEFT/9708723969/USHA RANI/SBIN0684317/51669473754593,TXN0260290,,850.00,6634339.00
25/09/2023,26/09/2023,NEFT/506422455965/PRIYA NAIR/SBIN0684317/39335734550541,TXN0260291,310.00,,6634029.00
26/09/2023,27/09/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0260292,,7600.00,6641629.00
26/09/2023,27/09/2023,CHQ NO 906402 CLEARING,TXN0260293,2380.00,,6639249.00
26/09/2023,26/09/2023,UPI/DR/57490926/ANAND KUMAR/SBIN0684317/anand756@oksbi,TXN0260294,310.00,,6638939.00
26/09/2023,26/09/2023,CHQ NO 885640 CLEARING,TXN0260295,850.00,,6638089.00
26/09/2023,27/09/2023,CHQ NO 668356 CLEARING,TXN0260296,850.00,,6637239.00
26/09/2023,26/09/2023,UPI/CR/032346002867/SHEELA DEVI/SBIN0684317/sheela744@okhdfc,TXN0260297,,500.00,6637739.00
26/09/2023,26/09/2023,NEFT/797288758022/DEEPA NAIR/SBIN0684317/35619586810850,TXN0260298,,32000.00,6669739.00
27/09/2023,27/09/2023,UPI/CR/621763005134/SHAHID KHAN/SBIN0684317/shahid605@okaxis,TXN0260299,,18500.00,6688239.00
27/09/2023,28/09/2023,UPI/CR/2025780338/RESHMA KHAN/SBIN0684317/reshma562@okaxis,TXN0260300,,1200.00,6689439.00
27/09/2023,27/09/2023,UPI/DR/8710815909/RANJIT SINGH/SBIN0684317/ranjit392@okaxis,TXN0260301,2380.00,,6687059.00
27/09/2023,27/09/2023,UPI/DR/27983265/SMITHA PILLAI/SBIN0684317/smitha334@okaxis,TXN0260302,850.00,,6686209.00
27/09/2023,27/09/2023,NEFT/75238494/KAVYA REDDY/SBIN0684317/82845678647991,TXN0260303,,18500.00,6704709.00
27/09/2023,27/09/2023,UPI/DR/3408043601/KARTHIK MENON/SBIN0684317/karthik537@oksbi,TXN0260304,2380.00,,6702329.00
27/09/2023,27/09/2023,ATM/WDL/9932172253/CANARA ATM MYSURU,TXN0260305,699.00,,6701630.00
28/09/2023,29/09/2023,NEFT/3405929430/MOHAMMED IRFAN/SBIN0684317/40177235868696,TXN0260306,2380.00,,6699250.00
28/09/2023,29/09/2023,UPI/DR/7151764083/ARUN SHARMA/SBIN0684317/arun709@okaxis,TXN0260307,120.00,,6699130.00
28/09/2023,28/09/2023,UPI/CR/394414889678/PREETHI IYER/SBIN0684317/preethi792@oksbi,TXN0260308,,18500.00,6717630.00
28/09/2023,28/09/2023,NEFT/59277941/GEETA DEVI/SBIN0684317/16108482811019,TXN0260309,,500.00,6718130.00
28/09/2023,28/09/2023,IMPS/P2P/98791433/KARTHIK MENON/8828192777,TXN0260310,,2500.00,6720630.00
28/09/2023,28/09/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0260311,,24000.00,6744630.00
29/09/2023,29/09/2023,CHQ NO 894702 CLEARING,TXN0260312,310.00,,6744320.00
29/09/2023,29/09/2023,IMPS/P2P/1382338337/SUSHMA RAO/7116841069,TXN0260313,,32000.00,6776320.00
30/09/2023,30/09/2023,ATM/WDL/72501652/SBI ATM JAYANAGAR BLR,TXN0260314,49.00,,6776271.00
30/09/2023,30/09/2023,UPI/DR/677702912797/MOHAN DAS/SBIN0684317/mohan520@okhdfc,TXN0260315,249.00,,6776022.00
30/09/2023,30/09/2023,ATM/WDL/0031521431/CANARA ATM MYSURU,TXN0260316,3499.00,,6772523.00
30/09/2023,01/10/2023,NEFT/8441661020/ROHIT SHARMA/SBIN0684317/98398334970065,TXN0260317,,18500.00,6791023.00
30/09/2023,30/09/2023,IMPS/P2P/79873051/SANJANA HEGDE/9725258542,TXN0260318,,4800.00,6795823.00
30/09/2023,30/09/2023,UPI/CR/7559544538/MALLIKA DAS/SBIN0684317/mallika571@ybl,TXN0260319,,500.00,6796323.00
30/09/2023,01/10/2023,UPI/DR/7336042708/NILESH KULKARNI/SBIN0684317/nilesh483@oksbi,TXN0260320,999.00,,6795324.00
30/09/2023,30/09/2023,UPI/CR/7800547996/CHANDAN SHARMA/SBIN0684317/chandan134@okaxis,TXN0260321,,4800.00,6800124.00
01/10/2023,01/10/2023,NEFT/022030649763/SAVITHA DEVI/SBIN0684317/12985157919780,TXN0260322,,32000.00,6832124.00
01/10/2023,01/10/2023,NEFT/060254925609/TANVI RAO/SBIN0684317/62153106088989,TXN0260323,249.00,,6831875.00
01/10/2023,01/10/2023,NEFT/5902429171/BINDHU NAIR/SBIN0684317/42360747009311,TXN0260324,120.00,,6831755.00
01/10/2023,01/10/2023,CHQ NO 028122 CLEARING,TXN0260325,999.00,,6830756.00
01/10/2023,02/10/2023,UPI/DR/144151888179/SURESH NAIR/SBIN0684317/suresh968@ybl,TXN0260326,249.00,,6830507.00
01/10/2023,02/10/2023,UPI/DR/136742032451/GEETA DEVI/SBIN0684317/geeta225@oksbi,TXN0260327,1680.00,,6828827.00
01/10/2023,02/10/2023,CHQ NO 284617 CLEARING,TXN0260328,449.00,,6828378.00
02/10/2023,02/10/2023,UPI/DR/89470116/SHEELA DEVI/SBIN0684317/sheela645@okaxis,TXN0260329,699.00,,6827679.00
02/10/2023,02/10/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0260330,,11200.00,6838879.00
03/10/2023,03/10/2023,CHQ NO 138295 CLEARING,TXN0260331,310.00,,6838569.00
03/10/2023,03/10/2023,ATM/WDL/14340137/CANARA ATM MYSURU,TXN0260332,2380.00,,6836189.00
03/10/2023,04/10/2023,NEFT/5734539966/LAKSHMI VENKAT/SBIN0684317/03241418523544,TXN0260333,1250.00,,6834939.00
03/10/2023,04/10/2023,CHQ NO 363079 CLEARING,TXN0260334,449.00,,6834490.00
03/10/2023,04/10/2023,CHQ NO 894081 CLEARING,TXN0260335,999.00,,6833491.00
03/10/2023,03/10/2023,NEFT/43441172/FATIMA SHEIKH/SBIN0684317/98926585585016,TXN0260336,1680.00,,6831811.00
03/10/2023,03/10/2023,NEFT/466730353651/SNEHA PATIL/SBIN0684317/20630297809085,TXN0260337,,1200.00,6833011.00
03/10/2023,03/10/2023,NEFT/5005046103/LATHA MURTHY/SBIN0684317/83206638971297,TXN0260338,,2500.00,6835511.00
04/10/2023,04/10/2023,UPI/DR/1927352178/SHAHID KHAN/SBIN0684317/shahid640@oksbi,TXN0260339,3499.00,,6832012.00
04/10/2023,04/10/2023,UPI/CR/9554708844/RAJESH VERMA/SBIN0684317/rajesh334@paytm,TXN0260340,,500.00,6832512.00
04/10/2023,04/10/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0260341,,2500.00,6835012.00
04/10/2023,04/10/2023,UPI/DR/2973135020/SUNITA DEVI/SBIN0684317/sunita504@oksbi,TXN0260342,49.00,,6834963.00
04/10/2023,04/10/2023,ATM/WDL/811586435421/HDFC ATM KORAMANGALA,TXN0260343,5200.00,,6829763.00
04/10/2023,05/10/2023,ATM/WDL/05451237/HDFC ATM KORAMANGALA,TXN0260344,999.00,,6828764.00
05/10/2023,06/10/2023,UPI/DR/0329016715/SANJANA HEGDE/SBIN0684317/sanjana623@okhdfc,TXN0260345,5200.00,,6823564.00
05/10/2023,05/10/2023,CHQ NO 114664 CLEARING,TXN0260346,7800.00,,6815764.00
05/10/2023,05/10/2023,NEFT/22119183/POOJA SHARMA/SBIN0684317/18880671559906,TXN0260347,,2500.00,6818264.00
05/10/2023,06/10/2023,CHQ NO 938080 CLEARING,TXN0260348,699.00,,6817565.00
05/10/2023,05/10/2023,IMPS/P2P/5227795956/REKHA PILLAI/9284593028,TXN0260349,,500.00,6818065.00
05/10/2023,05/10/2023,UPI/DR/7093095633/ARCHANA PILLAI/SBIN0684317/archana942@paytm,TXN0260350,3499.00,,6814566.00
05/10/2023,05/10/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0260351,,7600.00,6822166.00
05/10/2023,06/10/2023,NEFT/0152525254/MEERA PILLAI/SBIN0684317/19145103962201,TXN0260352,,850.00,6823016.00
05/10/2023,06/10/2023,ATM/WDL/49386013/HDFC ATM KORAMANGALA,TXN0260353,5200.00,,6817816.00
05/10/2023,05/10/2023,UPI/CR/12027689/PRIYA NAIR/SBIN0684317/priya651@oksbi,TXN0260354,,850.00,6818666.00
06/10/2023,06/10/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0260355,,4800.00,6823466.00
06/10/2023,06/10/2023,CHQ NO 690710 CLEARING,TXN0260356,1250.00,,6822216.00
06/10/2023,06/10/2023,UPI/DR/49589278/RAMESH GOWDA/SBIN0684317/ramesh651@paytm,TXN0260357,249.00,,6821967.00
07/10/2023,07/10/2023,NEFT/58531396/DIVYA MENON/SBIN0684317/12399746915621,TXN0260358,1680.00,,6820287.00
07/10/2023,07/10/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0260359,,1200.00,6821487.00
07/10/2023,07/10/2023,CHQ NO 371179 CLEARING,TXN0260360,1680.00,,6819807.00
07/10/2023,07/10/2023,UPI/DR/3614858545/RAMESH GOWDA/SBIN0684317/ramesh59@oksbi,TXN0260361,310.00,,6819497.00
07/10/2023,07/10/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0260362,,850.00,6820347.00
07/10/2023,08/10/2023,UPI/DR/701686212713/PRIYA NAIR/SBIN0684317/priya16@paytm,TXN0260363,699.00,,6819648.00
07/10/2023,08/10/2023,UPI/DR/88923911/NADIA HUSSAIN/SBIN0684317/nadia205@oksbi,TXN0260364,5200.00,,6814448.00
08/10/2023,08/10/2023,IMPS/P2P/807607606944/PREETHI IYER/9040129769,TXN0260365,,2500.00,6816948.00
08/10/2023,08/10/2023,NEFT/3031743971/ANITHA KRISHNAN/SBIN0684317/05270411957392,TXN0260366,2380.00,,6814568.00
08/10/2023,08/10/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0260367,,11200.00,6825768.00
08/10/2023,08/10/2023,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0260368,,2500.00,6828268.00
08/10/2023,08/10/2023,NEFT/906446172154/MOHAN DAS/SBIN0684317/95122961394168,TXN0260369,1250.00,,6827018.00
08/10/2023,08/10/2023,CHQ NO 321228 CLEARING,TXN0260370,79.00,,6826939.00
08/10/2023,09/10/2023,UPI/CR/7423200279/FATIMA SHEIKH/SBIN0684317/fatima760@ybl,TXN0260371,,11200.00,6838139.00
08/10/2023,08/10/2023,IMPS/P2P/43906812/ADITYA KUMAR/8896483437,TXN0260372,,32000.00,6870139.00
08/10/2023,08/10/2023,NEFT/1682082689/SURESH NAIR/SBIN0684317/79080018991444,TXN0260373,49.00,,6870090.00
09/10/2023,10/10/2023,NEFT/7855604397/MALLIKA DAS/SBIN0684317/54187112104969,TXN0260374,,850.00,6870940.00
09/10/2023,10/10/2023,UPI/DR/4903435554/KAVITHA RAO/SBIN0684317/kavitha526@okhdfc,TXN0260375,999.00,,6869941.00
09/10/2023,10/10/2023,NEFT/3448267294/RANJIT SINGH/SBIN0684317/01898064199960,TXN0260376,,4800.00,6874741.00
09/10/2023,09/10/2023,ATM/WDL/4491511092/HDFC ATM KORAMANGALA,TXN0260377,850.00,,6873891.00
09/10/2023,10/10/2023,UPI/DR/230951487503/REKHA PILLAI/SBIN0684317/rekha422@okaxis,TXN0260378,49.00,,6873842.00
09/10/2023,10/10/2023,CHQ NO 708893 CLEARING,TXN0260379,49.00,,6873793.00
10/10/2023,10/10/2023,NEFT/87990414/TARA SINGH/SBIN0684317/25933464421671,TXN0260380,,32000.00,6905793.00
10/10/2023,10/10/2023,ATM/WDL/36246985/HDFC ATM KORAMANGALA,TXN0260381,49.00,,6905744.00
