Transaction Date,Particulars,Chq/Ref No,Debit,Credit,Balance
24/01/2023,UPI/CR/1005132240/CHANDAN SHARMA/PUNB0368283/chandan745@ybl,TXN0272041,,2500.00,1611831.52
25/01/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272042,,1200.00,1613031.52
25/01/2023,UPI/CR/56971586/SHAHID KHAN/PUNB0368283/shahid867@paytm,TXN0272043,,500.00,1613531.52
25/01/2023,UPI/DR/8995070046/SHEELA DEVI/PUNB0368283/sheela802@okhdfc,TXN0272044,449.00,,1613082.52
25/01/2023,IMPS/P2P/9533624050/HARISH MENON/7997323608,TXN0272045,,500.00,1613582.52
25/01/2023,CHQ NO 263900 CLEARING,TXN0272046,699.00,,1612883.52
26/01/2023,IMPS/P2P/508674174620/IMRAN KHAN/8968009049,TXN0272047,,18500.00,1631383.52
26/01/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272048,,11200.00,1642583.52
26/01/2023,IMPS/P2P/19974010/IMRAN KHAN/7505421369,TXN0272049,,850.00,1643433.52
26/01/2023,UPI/DR/0316965537/MOHAN DAS/PUNB0368283/mohan766@okhdfc,TXN0272050,699.00,,1642734.52
27/01/2023,UPI/CR/2821240734/NIKHIL GUPTA/PUNB0368283/nikhil712@oksbi,TXN0272051,,11200.00,1653934.52
27/01/2023,CHQ NO 821476 CLEARING,TXN0272052,1680.00,,1652254.52
27/01/2023,UPI/CR/56298318/KIRAN REDDY/PUNB0368283/kiran609@okhdfc,TXN0272053,,1200.00,1653454.52
28/01/2023,UPI/DR/135502042648/PREETHI IYER/PUNB0368283/preethi367@oksbi,TXN0272054,449.00,,1653005.52
29/01/2023,CHQ NO 824647 CLEARING,TXN0272055,1250.00,,1651755.52
30/01/2023,UPI/DR/71447412/SANJANA HEGDE/PUNB0368283/sanjana248@paytm,TXN0272056,249.00,,1651506.52
30/01/2023,NEFT/348218264595/HARISH MENON/PUNB0368283/67041784882986,TXN0272057,,4800.00,1656306.52
30/01/2023,ATM/WDL/185877901220/CANARA ATM MYSURU,TXN0272058,1250.00,,1655056.52
30/01/2023,UPI/CR/429993401280/LATHA MURTHY/PUNB0368283/latha852@oksbi,TXN0272059,,2500.00,1657556.52
31/01/2023,IMPS/P2P/465339166719/MEENA IYER/7464068819,TXN0272060,,24000.00,1681556.52
31/01/2023,IMPS/P2P/564966335534/MALLIKA DAS/7022734078,TXN0272061,,1200.00,1682756.52
31/01/2023,UPI/DR/490051182429/VENKAT RAO/PUNB0368283/venkat934@oksbi,TXN0272062,249.00,,1682507.52
01/02/2023,IMPS/P2P/591726554853/SNEHA PATIL/7460168873,TXN0272063,,4800.00,1687307.52
01/02/2023,CHQ NO 462208 CLEARING,TXN0272064,1680.00,,1685627.52
01/02/2023,IMPS/P2P/888012154602/PREETHI IYER/8658943093,TXN0272065,,2500.00,1688127.52
01/02/2023,ATM/WDL/942383611675/HDFC ATM KORAMANGALA,TXN0272066,449.00,,1687678.52
01/02/2023,NEFT/96534763/KAVERI MENON/PUNB0368283/77106813195281,TXN0272067,1680.00,,1685998.52
02/02/2023,CHQ NO 164040 CLEARING,TXN0272068,699.00,,1685299.52
02/02/2023,UPI/DR/886322860221/IMRAN KHAN/PUNB0368283/imran364@paytm,TXN0272069,120.00,,1685179.52
02/02/2023,IMPS/P2P/83551272/USHA RANI/9690708541,TXN0272070,,32000.00,1717179.52
03/02/2023,UPI/DR/21281870/GEETA DEVI/PUNB0368283/geeta308@paytm,TXN0272071,3499.00,,1713680.52
03/02/2023,UPI/DR/0995973293/SAVITHA DEVI/PUNB0368283/savitha398@okaxis,TXN0272072,49.00,,1713631.52
03/02/2023,NEFT/1725244921/SAVITHA DEVI/PUNB0368283/80586194864508,TXN0272073,5200.00,,1708431.52
04/02/2023,UPI/DR/489280458282/LAKSHMI VENKAT/PUNB0368283/lakshmi889@okhdfc,TXN0272074,999.00,,1707432.52
04/02/2023,CHQ NO 023756 CLEARING,TXN0272075,49.00,,1707383.52
05/02/2023,ATM/WDL/80745414/SBI ATM JAYANAGAR BLR,TXN0272076,1250.00,,1706133.52
05/02/2023,UPI/DR/59945984/KAVYA REDDY/PUNB0368283/kavya802@okaxis,TXN0272077,120.00,,1706013.52
06/02/2023,UPI/DR/017157858372/SURESH BABU/PUNB0368283/suresh680@okaxis,TXN0272078,49.00,,1705964.52
06/02/2023,CHQ NO 084197 CLEARING,TXN0272079,699.00,,1705265.52
06/02/2023,UPI/DR/1371277002/VINAY PATIL/PUNB0368283/vinay829@ybl,TXN0272080,310.00,,1704955.52
08/02/2023,NEFT/14998672/RAVI KUMAR SHARMA/PUNB0368283/38237927119145,TXN0272081,2380.00,,1702575.52
08/02/2023,NEFT/8683822318/SUNITA DEVI/PUNB0368283/36709308646030,TXN0272082,,11200.00,1713775.52
08/02/2023,CHQ NO 192649 CLEARING,TXN0272083,249.00,,1713526.52
09/02/2023,UPI/CR/6129901113/ANITHA KRISHNAN/PUNB0368283/anitha173@okhdfc,TXN0272084,,32000.00,1745526.52
09/02/2023,UPI/DR/0794688086/ARCHANA PILLAI/PUNB0368283/archana760@ybl,TXN0272085,1680.00,,1743846.52
10/02/2023,ATM/WDL/3853818186/CANARA ATM MYSURU,TXN0272086,5200.00,,1738646.52
10/02/2023,NEFT/00154650/GOPAL VERMA/PUNB0368283/36584241586118,TXN0272087,,32000.00,1770646.52
10/02/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272088,,11200.00,1781846.52
11/02/2023,UPI/DR/50910806/SUNITA DEVI/PUNB0368283/sunita680@paytm,TXN0272089,120.00,,1781726.52
12/02/2023,IMPS/P2P/998789661626/LAKSHMI VENKAT/8694582668,TXN0272090,,850.00,1782576.52
12/02/2023,UPI/DR/1046862041/NAVEEN KUMAR/PUNB0368283/naveen886@oksbi,TXN0272091,1250.00,,1781326.52
12/02/2023,UPI/DR/2438526077/NILESH KULKARNI/PUNB0368283/nilesh260@okhdfc,TXN0272092,1680.00,,1779646.52
13/02/2023,UPI/DR/3524091906/NILESH KULKARNI/PUNB0368283/nilesh84@oksbi,TXN0272093,1680.00,,1777966.52
13/02/2023,UPI/DR/087732739228/KAVITHA RAO/PUNB0368283/kavitha670@okhdfc,TXN0272094,7800.00,,1770166.52
13/02/2023,UPI/DR/34057583/CHANDAN SHARMA/PUNB0368283/chandan795@okaxis,TXN0272095,850.00,,1769316.52
13/02/2023,UPI/DR/2569317341/KIRAN REDDY/PUNB0368283/kiran241@okaxis,TXN0272096,3499.00,,1765817.52
13/02/2023,UPI/CR/62388876/LATHA MURTHY/PUNB0368283/latha102@okhdfc,TXN0272097,,850.00,1766667.52
14/02/2023,NEFT/16913650/KAVYA REDDY/PUNB0368283/06133448418358,TXN0272098,3499.00,,1763168.52
14/02/2023,CHQ NO 644476 CLEARING,TXN0272099,3499.00,,1759669.52
14/02/2023,UPI/DR/3614563000/ANAND KUMAR/PUNB0368283/anand293@ybl,TXN0272100,1250.00,,1758419.52
14/02/2023,NEFT/0642442101/ARCHANA PILLAI/PUNB0368283/10174757377851,TXN0272101,49.00,,1758370.52
15/02/2023,UPI/DR/1451329583/HARISH MENON/PUNB0368283/harish170@okaxis,TXN0272102,699.00,,1757671.52
15/02/2023,CHQ NO 265873 CLEARING,TXN0272103,79.00,,1757592.52
16/02/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272104,,32000.00,1789592.52
16/02/2023,UPI/CR/70826446/MEENA IYER/PUNB0368283/meena659@oksbi,TXN0272105,,850.00,1790442.52
16/02/2023,ATM/WDL/696964326809/SBI ATM JAYANAGAR BLR,TXN0272106,7800.00,,1782642.52
16/02/2023,NEFT/4318585908/RAJENDRA PRASAD/PUNB0368283/95749991489534,TXN0272107,,4800.00,1787442.52
17/02/2023,CHQ NO 285829 CLEARING,TXN0272108,1680.00,,1785762.52
17/02/2023,UPI/DR/3823107841/KARTHIK MENON/PUNB0368283/karthik490@oksbi,TXN0272109,3499.00,,1782263.52
17/02/2023,UPI/DR/13756303/BABU LAL/PUNB0368283/babu260@paytm,TXN0272110,3499.00,,1778764.52
18/02/2023,UPI/DR/4815682057/AYESHA KHAN/PUNB0368283/ayesha135@oksbi,TXN0272111,1250.00,,1777514.52
18/02/2023,UPI/DR/36804640/MOHAMMED IRFAN/PUNB0368283/mohammed407@okhdfc,TXN0272112,449.00,,1777065.52
19/02/2023,UPI/DR/723368367674/KAVITHA RAO/PUNB0368283/kavitha327@okaxis,TXN0272113,1250.00,,1775815.52
20/02/2023,CHQ NO 985946 CLEARING,TXN0272114,3499.00,,1772316.52
20/02/2023,CHQ NO 380664 CLEARING,TXN0272115,49.00,,1772267.52
21/02/2023,CHQ NO 091202 CLEARING,TXN0272116,999.00,,1771268.52
21/02/2023,NEFT/77409845/NADIA HUSSAIN/PUNB0368283/82360582165940,TXN0272117,,4800.00,1776068.52
21/02/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272118,,2500.00,1778568.52
22/02/2023,UPI/DR/105944047970/RAJESH VERMA/PUNB0368283/rajesh967@okaxis,TXN0272119,7800.00,,1770768.52
22/02/2023,CHQ NO 160337 CLEARING,TXN0272120,7800.00,,1762968.52
22/02/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272121,,4800.00,1767768.52
22/02/2023,NEFT/03042945/DIVYA MENON/PUNB0368283/52905919117934,TXN0272122,449.00,,1767319.52
23/02/2023,NEFT/94598494/KAVYA REDDY/PUNB0368283/70116846427965,TXN0272123,5200.00,,1762119.52
23/02/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272124,,7600.00,1769719.52
23/02/2023,CHQ NO 507514 CLEARING,TXN0272125,49.00,,1769670.52
23/02/2023,UPI/DR/7810820979/MEENA IYER/PUNB0368283/meena125@oksbi,TXN0272126,1250.00,,1768420.52
23/02/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272127,,11200.00,1779620.52
24/02/2023,UPI/DR/62378233/USHA RANI/PUNB0368283/usha394@ybl,TXN0272128,310.00,,1779310.52
24/02/2023,UPI/DR/62055554/LATHA MURTHY/PUNB0368283/latha618@okaxis,TXN0272129,5200.00,,1774110.52
24/02/2023,NEFT/8430722444/IMRAN KHAN/PUNB0368283/22988544031156,TXN0272130,,500.00,1774610.52
24/02/2023,UPI/DR/1044702748/PREETHI IYER/PUNB0368283/preethi471@okaxis,TXN0272131,5200.00,,1769410.52
24/02/2023,UPI/DR/614862043107/HARISH MENON/PUNB0368283/harish987@oksbi,TXN0272132,3499.00,,1765911.52
24/02/2023,IMPS/P2P/050999879390/PRAKASH RAO/7237298958,TXN0272133,,4800.00,1770711.52
25/02/2023,IMPS/P2P/8827267913/FATIMA SHEIKH/9463026716,TXN0272134,,4800.00,1775511.52
25/02/2023,IMPS/P2P/14605520/SUNIL YADAV/9823777976,TXN0272135,,18500.00,1794011.52
25/02/2023,NEFT/7887696744/KAVERI MENON/PUNB0368283/89241019202411,TXN0272136,,500.00,1794511.52
25/02/2023,UPI/CR/319696278184/POOJA SHARMA/PUNB0368283/pooja305@paytm,TXN0272137,,4800.00,1799311.52
26/02/2023,IMPS/P2P/308886277896/MALLIKA DAS/7504403369,TXN0272138,,18500.00,1817811.52
26/02/2023,UPI/DR/31755733/ROHIT SHARMA/PUNB0368283/rohit643@oksbi,TXN0272139,7800.00,,1810011.52
26/02/2023,ATM/WDL/10722493/CANARA ATM MYSURU,TXN0272140,310.00,,1809701.52
27/02/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272141,,850.00,1810551.52
27/02/2023,UPI/DR/74086039/MEERA PILLAI/PUNB0368283/meera14@ybl,TXN0272142,1250.00,,1809301.52
27/02/2023,UPI/DR/828310402950/SHEELA DEVI/PUNB0368283/sheela61@oksbi,TXN0272143,120.00,,1809181.52
28/02/2023,NEFT/51120710/NAVEEN KUMAR/PUNB0368283/60482977623625,TXN0272144,850.00,,1808331.52
28/02/2023,UPI/DR/0669030967/PREETHI IYER/PUNB0368283/preethi413@paytm,TXN0272145,1680.00,,1806651.52
01/03/2023,IMPS/P2P/356698699858/RAJESH VERMA/7737759550,TXN0272146,,1200.00,1807851.52
01/03/2023,UPI/DR/1574496192/SHEELA DEVI/PUNB0368283/sheela42@oksbi,TXN0272147,449.00,,1807402.52
02/03/2023,NEFT/9816513338/LALITHA DEVI/PUNB0368283/46562160341081,TXN0272148,5200.00,,1802202.52
02/03/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272149,,850.00,1803052.52
02/03/2023,UPI/DR/8109831213/RAJENDRA PRASAD/PUNB0368283/rajendra683@okhdfc,TXN0272150,999.00,,1802053.52
02/03/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272151,,1200.00,1803253.52
02/03/2023,UPI/DR/474515337578/RAMESH GOWDA/PUNB0368283/ramesh644@ybl,TXN0272152,7800.00,,1795453.52
02/03/2023,ATM/WDL/65465513/HDFC ATM KORAMANGALA,TXN0272153,310.00,,1795143.52
02/03/2023,IMPS/P2P/620685887985/NADIA HUSSAIN/8240470193,TXN0272154,,850.00,1795993.52
02/03/2023,UPI/DR/743300248371/BABU LAL/PUNB0368283/babu269@okhdfc,TXN0272155,449.00,,1795544.52
03/03/2023,NEFT/62500103/SUNITA DEVI/PUNB0368283/54763326562961,TXN0272156,,7600.00,1803144.52
03/03/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272157,,24000.00,1827144.52
03/03/2023,NEFT/186661182219/GANESH KUMAR/PUNB0368283/66629676573870,TXN0272158,49.00,,1827095.52
04/03/2023,UPI/DR/4723561495/USHA RANI/PUNB0368283/usha218@paytm,TXN0272159,3499.00,,1823596.52
05/03/2023,NEFT/72076425/SURESH BABU/PUNB0368283/58597937296781,TXN0272160,,2500.00,1826096.52
06/03/2023,ATM/WDL/510262995545/CANARA ATM MYSURU,TXN0272161,5200.00,,1820896.52
07/03/2023,IMPS/P2P/3388780177/MOHAN DAS/7476418454,TXN0272162,,1200.00,1822096.52
07/03/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272163,,18500.00,1840596.52
07/03/2023,IMPS/P2P/163934137230/DIVYA MENON/8727813053,TXN0272164,,11200.00,1851796.52
08/03/2023,UPI/DR/6868037166/SANJANA HEGDE/PUNB0368283/sanjana435@oksbi,TXN0272165,3499.00,,1848297.52
08/03/2023,CHQ NO 582692 CLEARING,TXN0272166,5200.00,,1843097.52
09/03/2023,IMPS/P2P/0807805873/POOJA SHARMA/9223627775,TXN0272167,,11200.00,1854297.52
10/03/2023,CHQ NO 258330 CLEARING,TXN0272168,449.00,,1853848.52
10/03/2023,UPI/DR/565229535246/MEENA IYER/PUNB0368283/meena212@okhdfc,TXN0272169,449.00,,1853399.52
10/03/2023,UPI/DR/8488634707/ANITHA KRISHNAN/PUNB0368283/anitha58@okhdfc,TXN0272170,79.00,,1853320.52
10/03/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272171,,11200.00,1864520.52
10/03/2023,UPI/DR/4647191758/SURESH BABU/PUNB0368283/suresh673@okhdfc,TXN0272172,999.00,,1863521.52
10/03/2023,NEFT/8001143689/SMITHA PILLAI/PUNB0368283/11582786226845,TXN0272173,79.00,,1863442.52
11/03/2023,UPI/DR/795209289539/BABU LAL/PUNB0368283/babu698@okhdfc,TXN0272174,1680.00,,1861762.52
11/03/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272175,,11200.00,1872962.52
11/03/2023,NEFT/94610270/GOPAL VERMA/PUNB0368283/77721531924438,TXN0272176,49.00,,1872913.52
12/03/2023,UPI/DR/115156029771/FATIMA SHEIKH/PUNB0368283/fatima265@okhdfc,TXN0272177,699.00,,1872214.52
12/03/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272178,,500.00,1872714.52
14/03/2023,IMPS/P2P/90604736/MALLIKA DAS/8255224608,TXN0272179,,18500.00,1891214.52
14/03/2023,UPI/CR/811439107215/CHANDAN SHARMA/PUNB0368283/chandan763@okaxis,TXN0272180,,11200.00,1902414.52
14/03/2023,ATM/WDL/36798368/HDFC ATM KORAMANGALA,TXN0272181,49.00,,1902365.52
15/03/2023,ATM/WDL/182987550988/HDFC ATM KORAMANGALA,TXN0272182,5200.00,,1897165.52
15/03/2023,NEFT/76535255/MALLIKA DAS/PUNB0368283/51659998215415,TXN0272183,1680.00,,1895485.52
15/03/2023,UPI/DR/446168517135/ADITYA KUMAR/PUNB0368283/aditya987@oksbi,TXN0272184,2380.00,,1893105.52
16/03/2023,NEFT/4716463146/MOHAMMED IRFAN/PUNB0368283/16063836790033,TXN0272185,,1200.00,1894305.52
16/03/2023,ATM/WDL/76152008/CANARA ATM MYSURU,TXN0272186,1680.00,,1892625.52
16/03/2023,CHQ NO 704333 CLEARING,TXN0272187,79.00,,1892546.52
16/03/2023,NEFT/5877378557/MALLIKA DAS/PUNB0368283/90373392394765,TXN0272188,310.00,,1892236.52
16/03/2023,CHQ NO 525125 CLEARING,TXN0272189,449.00,,1891787.52
17/03/2023,UPI/DR/9083213290/ANITHA KRISHNAN/PUNB0368283/anitha535@okhdfc,TXN0272190,5200.00,,1886587.52
17/03/2023,UPI/DR/4942348873/SAVITHA DEVI/PUNB0368283/savitha827@okaxis,TXN0272191,79.00,,1886508.52
17/03/2023,UPI/DR/86932284/ANAND KUMAR/PUNB0368283/anand161@ybl,TXN0272192,449.00,,1886059.52
17/03/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272193,,2500.00,1888559.52
18/03/2023,UPI/DR/25270089/FARHAN KHAN/PUNB0368283/farhan190@oksbi,TXN0272194,1250.00,,1887309.52
19/03/2023,NEFT/2007867981/MOHAMMED IRFAN/PUNB0368283/60330670719673,TXN0272195,,32000.00,1919309.52
19/03/2023,UPI/CR/88589305/LAKSHMI VENKAT/PUNB0368283/lakshmi851@oksbi,TXN0272196,,18500.00,1937809.52
19/03/2023,NEFT/6916465001/GOPAL VERMA/PUNB0368283/86289721557057,TXN0272197,5200.00,,1932609.52
19/03/2023,NEFT/1378511921/LATHA MURTHY/PUNB0368283/84142346971126,TXN0272198,310.00,,1932299.52
19/03/2023,UPI/DR/84995744/TARA SINGH/PUNB0368283/tara503@okaxis,TXN0272199,7800.00,,1924499.52
20/03/2023,UPI/CR/8751485118/SAVITHA DEVI/PUNB0368283/savitha548@okaxis,TXN0272200,,1200.00,1925699.52
20/03/2023,NEFT/53683334/TANVI RAO/PUNB0368283/99368810425541,TXN0272201,,11200.00,1936899.52
20/03/2023,NEFT/967023680779/RAJESH VERMA/PUNB0368283/03371899147486,TXN0272202,,2500.00,1939399.52
20/03/2023,UPI/DR/6677054080/GEETA DEVI/PUNB0368283/geeta516@okaxis,TXN0272203,310.00,,1939089.52
21/03/2023,UPI/CR/9062137440/IMRAN KHAN/PUNB0368283/imran561@ybl,TXN0272204,,500.00,1939589.52
21/03/2023,UPI/DR/81106911/SANTOSH KUMAR/PUNB0368283/santosh852@oksbi,TXN0272205,1680.00,,1937909.52
22/03/2023,UPI/DR/87970375/REKHA PILLAI/PUNB0368283/rekha402@okaxis,TXN0272206,2380.00,,1935529.52
22/03/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272207,,7600.00,1943129.52
22/03/2023,NEFT/2475192129/SUNITA DEVI/PUNB0368283/35948242646152,TXN0272208,79.00,,1943050.52
22/03/2023,UPI/DR/641163752522/NILESH KULKARNI/PUNB0368283/nilesh493@paytm,TXN0272209,249.00,,1942801.52
23/03/2023,NEFT/666959515450/MOHAN DAS/PUNB0368283/78467400184928,TXN0272210,,7600.00,1950401.52
23/03/2023,UPI/DR/1859313448/TANVI RAO/PUNB0368283/tanvi522@okhdfc,TXN0272211,120.00,,1950281.52
23/03/2023,ATM/WDL/582411893243/SBI ATM JAYANAGAR BLR,TXN0272212,850.00,,1949431.52
24/03/2023,IMPS/P2P/54226060/KAVYA REDDY/9889670517,TXN0272213,,850.00,1950281.52
25/03/2023,UPI/DR/1853819412/NILESH KULKARNI/PUNB0368283/nilesh540@okaxis,TXN0272214,249.00,,1950032.52
25/03/2023,NEFT/47478446/NADIA HUSSAIN/PUNB0368283/14736705799183,TXN0272215,,24000.00,1974032.52
26/03/2023,UPI/DR/231115368766/DEEPAK JOSHI/PUNB0368283/deepak659@okaxis,TXN0272216,2380.00,,1971652.52
26/03/2023,NEFT/0821669494/ROHIT SHARMA/PUNB0368283/28447365244355,TXN0272217,79.00,,1971573.52
26/03/2023,UPI/DR/4237542564/FARHAN KHAN/PUNB0368283/farhan922@okaxis,TXN0272218,120.00,,1971453.52
27/03/2023,UPI/DR/8983329831/SUNITA DEVI/PUNB0368283/sunita126@ybl,TXN0272219,3499.00,,1967954.52
27/03/2023,UPI/DR/3763445134/KIRAN REDDY/PUNB0368283/kiran855@okaxis,TXN0272220,999.00,,1966955.52
27/03/2023,UPI/DR/90740445/FATIMA SHEIKH/PUNB0368283/fatima993@paytm,TXN0272221,5200.00,,1961755.52
27/03/2023,IMPS/P2P/166496412234/ROHIT SHARMA/7913821758,TXN0272222,,24000.00,1985755.52
27/03/2023,UPI/CR/22882223/SHAHID KHAN/PUNB0368283/shahid726@ybl,TXN0272223,,850.00,1986605.52
28/03/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272224,,18500.00,2005105.52
29/03/2023,UPI/DR/546674460769/KAVERI MENON/PUNB0368283/kaveri315@ybl,TXN0272225,49.00,,2005056.52
29/03/2023,CHQ NO 462285 CLEARING,TXN0272226,3499.00,,2001557.52
30/03/2023,UPI/DR/84729731/SNEHA PATIL/PUNB0368283/sneha974@ybl,TXN0272227,1250.00,,2000307.52
30/03/2023,UPI/CR/9170928697/SUNIL YADAV/PUNB0368283/sunil923@paytm,TXN0272228,,32000.00,2032307.52
30/03/2023,NEFT/49724484/ANAND KUMAR/PUNB0368283/99009581324860,TXN0272229,,24000.00,2056307.52
01/04/2023,UPI/DR/1690492240/SURESH NAIR/PUNB0368283/suresh225@paytm,TXN0272230,699.00,,2055608.52
02/04/2023,NEFT/62603114/RAJESH VERMA/PUNB0368283/21107273283433,TXN0272231,449.00,,2055159.52
02/04/2023,NEFT/709137740280/MOHAN DAS/PUNB0368283/86539850761391,TXN0272232,120.00,,2055039.52
02/04/2023,UPI/DR/25075245/RANJIT SINGH/PUNB0368283/ranjit900@okhdfc,TXN0272233,79.00,,2054960.52
02/04/2023,UPI/DR/93908813/RAJESH VERMA/PUNB0368283/rajesh188@oksbi,TXN0272234,999.00,,2053961.52
03/04/2023,IMPS/P2P/329680176276/VIKRAM NAIR/8437340150,TXN0272235,,11200.00,2065161.52
03/04/2023,UPI/CR/12888197/TARA SINGH/PUNB0368283/tara778@ybl,TXN0272236,,2500.00,2067661.52
03/04/2023,UPI/DR/268797882082/AYESHA KHAN/PUNB0368283/ayesha859@paytm,TXN0272237,120.00,,2067541.52
03/04/2023,UPI/CR/2227428206/VENKAT RAO/PUNB0368283/venkat885@okaxis,TXN0272238,,2500.00,2070041.52
04/04/2023,NEFT/6141861199/KAVITHA RAO/PUNB0368283/15507178565170,TXN0272239,,850.00,2070891.52
04/04/2023,NEFT/40158086/MOHAN DAS/PUNB0368283/64705488900100,TXN0272240,1680.00,,2069211.52
05/04/2023,NEFT/815068261925/VENKAT RAO/PUNB0368283/38284116266684,TXN0272241,,2500.00,2071711.52
05/04/2023,IMPS/P2P/1763906994/GOPAL VERMA/9272249338,TXN0272242,,4800.00,2076511.52
05/04/2023,UPI/DR/71788748/IMRAN KHAN/PUNB0368283/imran838@oksbi,TXN0272243,7800.00,,2068711.52
06/04/2023,ATM/WDL/35386796/CANARA ATM MYSURU,TXN0272244,120.00,,2068591.52
06/04/2023,ATM/WDL/46131436/HDFC ATM KORAMANGALA,TXN0272245,3499.00,,2065092.52
06/04/2023,UPI/CR/8817243394/NADIA HUSSAIN/PUNB0368283/nadia648@okaxis,TXN0272246,,11200.00,2076292.52
07/04/2023,UPI/CR/435697681072/PADMA RAO/PUNB0368283/padma321@okaxis,TXN0272247,,7600.00,2083892.52
07/04/2023,UPI/DR/42498043/RAMESH PILLAI/PUNB0368283/ramesh476@paytm,TXN0272248,1680.00,,2082212.52
07/04/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272249,,1200.00,2083412.52
07/04/2023,UPI/DR/592179953595/SURESH NAIR/PUNB0368283/suresh630@okaxis,TXN0272250,999.00,,2082413.52
08/04/2023,ATM/WDL/3759216728/CANARA ATM MYSURU,TXN0272251,120.00,,2082293.52
08/04/2023,UPI/DR/5521980109/ANAND KUMAR/PUNB0368283/anand499@okhdfc,TXN0272252,79.00,,2082214.52
09/04/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272253,,32000.00,2114214.52
09/04/2023,UPI/DR/90485794/IMRAN KHAN/PUNB0368283/imran555@ybl,TXN0272254,850.00,,2113364.52
09/04/2023,CHQ NO 538475 CLEARING,TXN0272255,3499.00,,2109865.52
09/04/2023,UPI/DR/153727366336/SHEELA DEVI/PUNB0368283/sheela358@okhdfc,TXN0272256,2380.00,,2107485.52
10/04/2023,IMPS/P2P/61356383/POOJA SHARMA/7414967656,TXN0272257,,850.00,2108335.52
10/04/2023,UPI/DR/27239017/FATIMA SHEIKH/PUNB0368283/fatima915@oksbi,TXN0272258,3499.00,,2104836.52
10/04/2023,UPI/DR/374883160996/MOHAMMED IRFAN/PUNB0368283/mohammed356@ybl,TXN0272259,120.00,,2104716.52
11/04/2023,CHQ NO 453683 CLEARING,TXN0272260,310.00,,2104406.52
11/04/2023,UPI/DR/61759285/HARISH MENON/PUNB0368283/harish71@okaxis,TXN0272261,449.00,,2103957.52
11/04/2023,UPI/DR/3743428102/SAVITHA DEVI/PUNB0368283/savitha997@oksbi,TXN0272262,5200.00,,2098757.52
12/04/2023,UPI/DR/406348905862/KAVERI MENON/PUNB0368283/kaveri74@ybl,TXN0272263,7800.00,,2090957.52
12/04/2023,NEFT/178133156772/LALITHA DEVI/PUNB0368283/02496797123309,TXN0272264,310.00,,2090647.52
12/04/2023,CHQ NO 735697 CLEARING,TXN0272265,1680.00,,2088967.52
12/04/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272266,,1200.00,2090167.52
13/04/2023,NEFT/403769550846/MEERA PILLAI/PUNB0368283/20156530184669,TXN0272267,5200.00,,2084967.52
13/04/2023,NEFT/318081234931/SUNITA DEVI/PUNB0368283/66838982235878,TXN0272268,,850.00,2085817.52
13/04/2023,IMPS/P2P/325434299008/NADIA HUSSAIN/8043512916,TXN0272269,,32000.00,2117817.52
14/04/2023,ATM/WDL/65822597/CANARA ATM MYSURU,TXN0272270,3499.00,,2114318.52
14/04/2023,NEFT/11345035/LALITHA DEVI/PUNB0368283/33846978168675,TXN0272271,5200.00,,2109118.52
15/04/2023,NEFT/055236849070/FARHAN KHAN/PUNB0368283/51994618588199,TXN0272272,,1200.00,2110318.52
15/04/2023,CHQ NO 895015 CLEARING,TXN0272273,1680.00,,2108638.52
15/04/2023,NEFT/2439475094/SANTOSH KUMAR/PUNB0368283/21908116179979,TXN0272274,,7600.00,2116238.52
15/04/2023,UPI/DR/8710870112/ARUN SHARMA/PUNB0368283/arun855@oksbi,TXN0272275,249.00,,2115989.52
